pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
mol	pip	2	1	10000	NA	0	NA	NA	NA
mix	pip	2	1	10000	NA	0	NA	NA	NA
mix	mol	2	1	10000	NA	0	NA	NA	NA
mix	pip	2	10001	20000	NA	0	NA	NA	NA
mol	pip	2	10001	20000	NA	0	NA	NA	NA
mix	mol	2	10001	20000	NA	0	NA	NA	NA
mix	mol	2	20001	30000	9.759271307742356e-05	3074	1008	10328640	0
mix	pip	2	20001	30000	8.36508969235059e-05	3074	576	6885760	0
mol	pip	2	20001	30000	2.7109086965950985e-05	3074	32	1180416	0
mix	mol	2	30001	40000	NA	0	NA	NA	NA
mix	pip	2	30001	40000	NA	0	NA	NA	NA
mol	pip	2	30001	40000	NA	0	NA	NA	NA
mix	mol	2	40001	50000	0.0004308043298868	1962	2840	6592320	0
mix	pip	2	40001	50000	0.0001638269986893	1962	720	4394880	0
mol	pip	2	40001	50000	0.0002973156642881	1962	224	753408	0
mol	pip	2	50001	60000	4.250787514318442e-05	2328	38	893952	0
mix	pip	2	50001	60000	4.564003436426117e-05	2328	238	5214720	0
mix	mol	2	50001	60000	3.758591065292096e-05	2328	294	7822080	0
mix	mol	2	60001	70000	0.0001854768753138	3129	1950	10513440	0
mix	pip	2	60001	70000	0.0002371250513628	3129	1662	7008960	0
mol	pip	2	60001	70000	0.0002097315436241	3129	252	1201536	0
mix	mol	2	70001	80000	0.0001460634128963	2005	984	6736800	0
mix	pip	2	70001	80000	0.0001888136800855	2005	848	4491200	0
mol	pip	2	70001	80000	6.234413965087281e-05	2005	48	769920	0
mix	mol	2	80001	90000	0.0002182753259179	5574	4088	18728640	0
mix	pip	2	80001	90000	0.0001446447793326	5574	1806	12485760	0
mol	pip	2	80001	90000	0.0002494842124147	5574	534	2140416	0
mix	pip	2	90001	100000	0.0001698761851046	5319	2024	11914560	0
mix	mol	2	90001	100000	0.000153537632387	5319	2744	17871840	0
mol	pip	2	90001	100000	7.637713855987968e-05	5319	156	2042496	0
mix	mol	2	100001	110000	0.0004908169727675	3158	5208	10610880	0
