pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
mix	2	1	10000	NA	0	NA	NA	NA
mol	2	1	10000	NA	0	NA	NA	NA
pip	2	1	10000	NA	0	NA	NA	NA
mix	2	10001	20000	NA	0	NA	NA	NA
mol	2	10001	20000	NA	0	NA	NA	NA
pip	2	10001	20000	NA	0	NA	NA	NA
mix	2	20001	30000	0.000129722414094	3074	3880	29910020	0
mol	2	20001	30000	5.186086202181928e-05	3074	44	848424	0
pip	2	20001	30000	0.0	3074	0	368880	0
mix	2	30001	40000	NA	0	NA	NA	NA
mol	2	30001	40000	NA	0	NA	NA	NA
pip	2	30001	40000	NA	0	NA	NA	NA
pip	2	40001	50000	0.0	1962	0	235440	0
mol	2	40001	50000	0.0003878030403758	1962	210	541512	0
mix	2	40001	50000	0.0002622803461031	1962	5007	19090260	0
mix	2	50001	60000	4.110113970679127e-05	2328	931	22651440	0
mol	2	50001	60000	3.579610538373425e-05	2328	23	642528	0
pip	2	50001	60000	5.3694158075601374e-05	2328	15	279360	0
mix	2	60001	70000	0.0002170787681592	3129	6609	30445170	0
mol	2	60001	70000	0.0001459002042602	3129	126	863604	0
pip	2	60001	70000	0.0002689890273782	3129	101	375480	0
mix	2	70001	80000	0.0002509143379987	2005	4895	19508650	0
mol	2	70001	80000	0.0	2005	0	553380	0
pip	2	70001	80000	0.0001163757273482	2005	28	240600	0
pip	2	80001	90000	0.0001749192680301	5574	117	668880	0
mix	2	80001	90000	0.000113542873221	5574	6158	54235020	0
mol	2	80001	90000	0.0002847069468495	5574	438	1538424	0
mol	2	90001	100000	5.8581350422739376e-05	5319	86	1468044	0
mix	2	90001	100000	0.0002327362185668	5319	12045	51753870	0
pip	2	90001	100000	8.773578993545152e-05	5319	56	638280	0
pip	2	100001	110000	0.0004301245514038	3158	163	378960	0
mol	2	100001	110000	0.0004612165101742	3158	402	871608	0
mix	2	100001	110000	0.000473064053055	3158	14536	30727340	0
pip	2	110001	120000	0.0005780022446689	1485	103	178200	0
mix	2	110001	120000	0.0005912499437679	1485	8543	14449050	0
mol	2	110001	120000	0.0015297906602254	1485	627	409860	0
pip	2	120001	130000	0.0001412429378531	3422	58	410640	0
mol	2	120001	130000	0.0005039852954878	3422	476	944472	0
mix	2	120001	130000	0.0004952838263746	3422	16491	33296060	0
pip	2	130001	140000	0.0003246282190787	4595	179	551400	0
mix	2	130001	140000	0.0003494794712962	4595	15625	44709350	0
mol	2	130001	140000	0.0003059406096734	4595	388	1268220	0
mix	2	140001	150000	0.0003998104660106	5262	20470	51199260	0
mol	2	140001	150000	0.000841416995797	5262	1222	1452312	0
pip	2	140001	150000	0.0001361966299252	5262	86	631440	0
mix	2	150001	160000	0.0004879369560409	2528	12002	24597440	0
pip	2	150001	160000	0.0004120516877637	2528	125	303360	0
mol	2	150001	160000	0.0004629311135571	2528	323	697728	0
mix	2	160001	170000	0.0003084471684264	2519	7560	24509870	0
mol	2	160001	170000	0.0003883528660441	2519	270	695244	0
pip	2	160001	170000	0.0002414979489215	2519	73	302280	0
mix	2	170001	180000	0.0016913681495843	3059	50342	29764070	0
mol	2	170001	180000	0.0012495795253729	3059	1055	844284	0
pip	2	170001	180000	0.0019396316879154	3059	712	367080	0
pip	2	180001	190000	0.001194869091548	1897	272	227640	0
mol	2	180001	190000	0.0011268746227834	1897	590	523572	0
mix	2	180001	190000	0.0016708374395445	1897	30840	18457810	0
mix	2	190001	200000	0.0002455453881301	1660	3966	16151800	0
mol	2	190001	200000	0.0003143006809848	1660	144	458160	0
pip	2	190001	200000	0.0001506024096385	1660	30	199200	0
mix	2	200001	210000	0.0002048983407794	3155	6290	30698150	0
mol	2	200001	210000	0.0004145708445301	3155	361	870780	0
pip	2	200001	210000	0.0001531959852086	3155	58	378600	0
mix	2	210001	220000	0.0013015286095146	2148	27202	20900040	0
mol	2	210001	220000	0.0015821930747847	2148	938	592848	0
pip	2	210001	220000	0.0010164494103041	2148	262	257760	0
mol	2	220001	230000	0.0009920464501056	2531	693	698556	0
pip	2	220001	230000	0.0009284867641248	2531	282	303720	0
mix	2	220001	230000	0.0008887533535851	2531	21887	24626630	0
mix	2	230001	240000	0.0008332688770762	2219	17991	21590870	0
mol	2	230001	240000	0.0010662199319447	2219	653	612444	0
pip	2	230001	240000	0.0004431425567072	2219	118	266280	0
mix	2	240001	250000	0.0006705931505714	1749	11412	17017770	0
mol	2	240001	250000	0.0006939783395894	1749	335	482724	0
pip	2	240001	250000	0.0004716981132075	1749	99	209880	0
pip	2	250001	260000	0.0004600585529067	2391	132	286920	0
mol	2	250001	260000	0.0006394753271628	2391	422	659916	0
mix	2	250001	260000	0.0004975406661585	2391	11575	23264430	0
pip	2	260001	270000	0.0009881730469965	2142	254	257040	0
mol	2	260001	270000	0.0007205780863069	2142	426	591192	0
mix	2	260001	270000	0.0010274133634269	2142	21413	20841660	0
mix	2	270001	280000	0.0008992278163388	1948	17044	18954040	0
mol	2	270001	280000	0.0009690355027824	1948	521	537648	0
pip	2	270001	280000	0.0012320328542094	1948	288	233760	0
mix	2	280001	290000	0.0004867819694219	2553	12092	24840690	0
mol	2	280001	290000	0.0012346940513292	2553	870	704628	0
pip	2	280001	290000	0.0005189972581276	2553	159	306360	0
mix	2	290001	300000	0.0005767409881618	1728	9697	16813440	0
mol	2	290001	300000	0.0009770866881374	1728	466	476928	0
pip	2	290001	300000	0.000684799382716	1728	142	207360	0
mix	2	300001	310000	0.0007533352792706	1676	12285	16307480	0
mol	2	300001	310000	0.0010895506900487	1676	504	462576	0
pip	2	300001	310000	0.000417661097852	1676	84	201120	0
pip	2	310001	320000	0.0006381381381381	1998	153	239760	0
mol	2	310001	320000	0.000612931772352	1998	338	551448	0
mix	2	310001	320000	0.0005310037684138	1998	10323	19440540	0
mix	2	320001	330000	0.0008620623769365	2555	21431	24860150	0
mol	2	320001	330000	0.000752999234238	2555	531	705180	0
pip	2	320001	330000	0.000883887801696	2555	271	306600	0
mix	2	330001	340000	0.0014431968816425	1891	26554	18399430	0
mol	2	330001	340000	0.0014734171782432	1891	769	521916	0
pip	2	330001	340000	0.0011589987660849	1891	263	226920	0
mol	2	340001	350000	0.0002649435016584	2106	154	581256	0
pip	2	340001	350000	0.0003838239949351	2106	97	252720	0
mix	2	340001	350000	0.0003792326334292	2106	7771	20491380	0
mix	2	350001	360000	0.0004821457620639	2167	10166	21084910	0
mol	2	350001	360000	0.0006336817747102	2167	379	598092	0
pip	2	350001	360000	0.000665282264267	2167	173	260040	0
mix	2	360001	370000	0.0012330859964018	1447	17361	14079310	0
mol	2	360001	370000	0.001622547399417	1447	648	399372	0
pip	2	360001	370000	0.0006565307532826	1447	114	173640	0
mix	2	370001	380000	0.0006987771975781	891	6058	8669430	0
mol	2	370001	380000	0.0010776037346085	891	265	245916	0
pip	2	370001	380000	0.0006827534605312	891	73	106920	0
pip	2	380001	390000	0.001188630490956	1290	184	154800	0
mol	2	380001	390000	0.0013818672059319	1290	492	356040	0
mix	2	380001	390000	0.0008404439239306	1290	10549	12551700	0
mix	2	390001	400000	0.0014081822099923	868	11893	8445640	0
mol	2	390001	400000	0.0013232151205503	868	317	239568	0
pip	2	390001	400000	0.001363287250384	868	142	104160	0
mix	2	400001	410000	0.0010755957059082	1190	12454	11578700	0
pip	2	400001	410000	0.0014495798319327	1190	207	142800	0
mol	2	400001	410000	0.0006759225429302	1190	222	328440	0
mix	2	410001	420000	0.0015742261607201	993	15210	9661890	0
mol	2	410001	420000	0.0011712421734751	993	321	274068	0
pip	2	410001	420000	0.0018630412890231	993	222	119160	0
mix	2	420001	430000	0.0001651211863529	1599	2569	15558270	0
mol	2	420001	430000	0.0006956340466414	1599	307	441324	0
pip	2	420001	430000	7.817385866166354e-05	1599	15	191880	0
mix	2	430001	440000	0.0026383869440516	1309	33604	12736570	0
mol	2	430001	440000	0.0027180832807431	1309	982	361284	0
pip	2	430001	440000	0.0023682200152788	1309	372	157080	0
mol	2	440001	450000	0.0017050298380221	1360	640	375360	0
pip	2	440001	450000	0.0006433823529411	1360	105	163200	0
mix	2	440001	450000	0.0009013965298349	1360	11928	13232800	0
mol	2	450001	460000	0.0011476991074808	1187	376	327612	0
mix	2	450001	460000	0.001114592740298	1187	12873	11549510	0
pip	2	450001	460000	0.00051249648975	1187	73	142440	0
mix	2	460001	470000	0.0009768766721521	998	9486	9710540	0
mol	2	460001	470000	0.0014122447794139	998	389	275448	0
pip	2	460001	470000	0.0008600534402137	998	103	119760	0
mix	2	470001	480000	0.0008317917094895	1125	9105	10946250	0
mol	2	470001	480000	0.0014299516908212	1125	444	310500	0
pip	2	470001	480000	0.0004296296296296	1125	58	135000	0
pip	2	480001	490000	0.0001006441223832	1242	15	149040	0
mol	2	480001	490000	0.0004609209083059	1242	158	342792	0
mix	2	480001	490000	0.0002249132371121	1242	2718	12084660	0
mol	2	490001	500000	0.0012328691219386	2354	801	649704	0
pip	2	490001	500000	0.0010053809119229	2354	284	282480	0
mix	2	490001	500000	0.0012594512325568	2354	28847	22904420	0
mix	2	500001	510000	0.000737670893831	2315	16616	22524950	0
mol	2	500001	510000	0.0007528093404701	2315	481	638940	0
pip	2	500001	510000	0.0006839452843772	2315	190	277800	0
mix	2	510001	520000	0.0009240335747093	1748	15716	17008040	0
mol	2	510001	520000	0.0005969555268132	1748	288	482448	0
pip	2	510001	520000	0.0010249809305873	1748	215	209760	0
mix	2	520001	530000	0.0007877194415579	1082	8293	10527860	0
mol	2	520001	530000	0.0009710948592247	1082	290	298632	0
pip	2	520001	530000	0.0004467036352433	1082	58	129840	0
mix	2	530001	540000	NA	0	NA	NA	NA
mol	2	530001	540000	NA	0	NA	NA	NA
pip	2	530001	540000	NA	0	NA	NA	NA
mix	2	540001	550000	0.0	38	0	369740	0
mol	2	540001	550000	0.0	38	0	10488	0
pip	2	540001	550000	0.0	38	0	4560	0
mol	2	550001	560000	0.0	96	0	26496	0
pip	2	550001	560000	0.0	96	0	11520	0
mix	2	550001	560000	0.0	96	0	934080	0
mix	2	560001	570000	0.0011158735721206	1396	15157	13583080	0
mol	2	560001	570000	0.0015935800008305	1396	614	385296	0
pip	2	560001	570000	0.0009789875835721	1396	164	167520	0
mix	2	570001	580000	0.0016055314660728	2438	38086	23721740	0
mol	2	570001	580000	0.002214335818145	2438	1490	672888	0
pip	2	570001	580000	0.001141646158053	2438	334	292560	0
mix	2	580001	590000	0.0029591599926115	868	24992	8445640	0
mol	2	580001	590000	0.0032308154678421	868	774	239568	0
pip	2	580001	590000	0.0032834101382488	868	342	104160	0
mix	2	590001	600000	NA	0	NA	NA	NA
mol	2	590001	600000	NA	0	NA	NA	NA
pip	2	590001	600000	NA	0	NA	NA	NA
mix	2	600001	610000	NA	0	NA	NA	NA
mol	2	600001	610000	NA	0	NA	NA	NA
pip	2	600001	610000	NA	0	NA	NA	NA
mol	2	610001	620000	NA	0	NA	NA	NA
pip	2	610001	620000	NA	0	NA	NA	NA
mix	2	610001	620000	NA	0	NA	NA	NA
mix	2	620001	630000	0.0037988837739049	841	31086	8182930	0
mol	2	620001	630000	0.0040367747160902	841	937	232116	0
pip	2	620001	630000	0.0033789139912802	841	341	100920	0
mix	2	630001	640000	0.0013453637220984	874	11441	8504020	0
mol	2	630001	640000	0.001098563990316	874	265	241224	0
pip	2	630001	640000	0.0013825324180015	874	145	104880	0
pip	2	640001	650000	0.0009755291005291	1512	177	181440	0
mix	2	640001	650000	0.0009870335024497	1512	14521	14711760	0
mol	2	640001	650000	0.0013107698796104	1512	547	417312	0
pip	2	650001	660000	0.0019230769230769	624	144	74880	0
mol	2	650001	660000	0.0039889910813823	624	687	172224	0
mix	2	650001	660000	0.0027978166917015	624	16987	6071520	0
mix	2	660001	670000	0.0006938818692944	680	4591	6616400	0
mol	2	660001	670000	0.0011562233589087	680	217	187680	0
pip	2	660001	670000	0.0010049019607843	680	82	81600	0
mix	2	670001	680000	0.0003190652111515	555	1723	5400150	0
mol	2	670001	680000	0.0007050528789659	555	108	153180	0
pip	2	670001	680000	0.0	555	0	66600	0
mol	2	680001	690000	0.0004274406863188	1441	170	397716	0
pip	2	680001	690000	0.0012606985889428	1441	218	172920	0
mix	2	680001	690000	0.0014472649103875	1441	20292	14020930	0
pip	2	690001	700000	0.0002978918423464	1091	39	130920	0
mix	2	690001	700000	0.0009417423505218	1091	9997	10615430	0
mol	2	690001	700000	0.0014645518670545	1091	441	301116	0
mix	2	700001	710000	0.0006099804811009	863	5122	8396990	0
mol	2	700001	710000	0.0001847280299595	863	44	238188	0
pip	2	700001	710000	0.0005600617999227	863	58	103560	0
mix	2	710001	720000	0.0004390012274115	803	3430	7813190	0
mol	2	710001	720000	0.0001037775010377	803	23	221628	0
pip	2	710001	720000	0.0002905770029057	803	28	96360	0
mix	2	720001	730000	0.0010291147064633	1129	11305	10985170	0
mol	2	720001	730000	0.0013542830002182	1129	422	311604	0
pip	2	720001	730000	0.0003321523472099	1129	45	135480	0
pip	2	730001	740000	0.0003660248696349	1662	73	199440	0
mix	2	730001	740000	0.000582082039371	1662	9413	16171260	0
mol	2	730001	740000	0.0007106855717748	1662	326	458712	0
mix	2	740001	750000	0.0011866918425392	860	9930	8367800	0
mol	2	740001	750000	0.0013102460397708	860	311	237360	0
pip	2	740001	750000	0.0010852713178294	860	112	103200	0
mix	2	750001	760000	0.001427727753831	804	11169	7822920	0
mol	2	750001	760000	0.0022261879010743	804	494	221904	0
pip	2	750001	760000	0.0014096185737976	804	136	96480	0
pip	2	760001	770000	0.0007621951219512	656	60	78720	0
mix	2	760001	770000	0.0008950505101145	656	5713	6382880	0
mol	2	760001	770000	0.0008726581831035	656	158	181056	0
