pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
mix	mol	2	20001	30000	0.0455312547758164	2
mix	pip	2	20001	30000	0.1167500521621778	2
mol	pip	2	20001	30000	0.0215601724813798	2
mix	mol	2	40001	50000	0.2781492814808727	4
mix	pip	2	40001	50000	0.0974735519615903	4
mol	pip	2	40001	50000	0.2919353414009363	4
mix	mol	2	50001	60000	-0.0232371483451773	1
mix	pip	2	50001	60000	-0.0328370123885821	1
mol	pip	2	50001	60000	-0.0499923869461503	1
mix	pip	2	60001	70000	-0.0206483081843934	7
mix	mol	2	60001	70000	0.0130694451069564	7
mol	pip	2	60001	70000	0.0033865053600205	7
mol	pip	2	70001	80000	0.1096121416526137	2
mix	pip	2	70001	80000	0.0095546968644127	2
mix	mol	2	70001	80000	0.0724574659639442	2
mix	mol	2	80001	90000	0.136703856789438	8
mix	pip	2	80001	90000	0.0168122345197397	8
mol	pip	2	80001	90000	0.0673792517856251	8
mix	mol	2	90001	100000	0.0218106384698838	8
mix	pip	2	90001	100000	0.024336870470579	8
mol	pip	2	90001	100000	0.0372086146567444	8
mix	pip	2	100001	110000	0.0401237638509248	16
mix	mol	2	100001	110000	0.0470360527965182	16
mol	pip	2	100001	110000	0.0894718796044889	16
mol	pip	2	110001	120000	0.1015936104457424	8
mix	pip	2	110001	120000	0.0429092552000311	8
mix	mol	2	110001	120000	0.2179580410736177	8
mix	mol	2	120001	130000	0.0983601404349626	14
mix	pip	2	120001	130000	0.0191495685971043	14
mol	pip	2	120001	130000	0.1117058332586098	14
mix	pip	2	130001	140000	0.006465318708171	13
mix	mol	2	130001	140000	0.0656034720162166	13
mol	pip	2	130001	140000	0.0382216115040469	13
mol	pip	2	140001	150000	0.1348030660542004	23
mix	mol	2	140001	150000	0.1476305256904073	23
mix	pip	2	140001	150000	0.0136232135898554	23
mix	mol	2	150001	160000	0.0793391401999466	11
mix	pip	2	150001	160000	0.0195135649782475	11
mol	pip	2	150001	160000	0.0895848107415577	11
mix	mol	2	160001	170000	0.0841646208659607	9
mix	pip	2	160001	170000	-0.0084990776769757	9
mol	pip	2	160001	170000	0.0895244648078937	9
mix	mol	2	170001	180000	0.043394622731481	34
mix	pip	2	170001	180000	0.0204854549226757	34
mol	pip	2	170001	180000	0.075607387294906	34
mix	mol	2	180001	190000	0.0651238011379052	29
mix	pip	2	180001	190000	-0.0122169643583318	29
mol	pip	2	180001	190000	0.0924507263699151	29
mix	pip	2	190001	200000	-0.0196373737653505	5
mix	mol	2	190001	200000	0.3379721596037641	5
mol	pip	2	190001	200000	0.3617645750878285	5
mix	pip	2	200001	210000	-0.0047348677031442	7
mix	mol	2	200001	210000	0.1765877925305336	7
mol	pip	2	200001	210000	0.1661601963046622	7
mix	mol	2	210001	220000	0.0521447928998205	20
mix	pip	2	210001	220000	-0.0098822667143353	20
mol	pip	2	210001	220000	0.026086066425905	20
mix	mol	2	220001	230000	0.0652845013520036	19
mix	pip	2	220001	230000	-0.0048233432181926	19
mol	pip	2	220001	230000	0.0631822692689381	19
mix	pip	2	230001	240000	-0.0125536412368279	17
mol	pip	2	230001	240000	0.0353973273487708	17
mix	mol	2	230001	240000	0.0382837141754147	17
mix	mol	2	240001	250000	0.1134978148776426	11
mix	pip	2	240001	250000	-0.0091593854700213	11
mol	pip	2	240001	250000	0.0924763922891764	11
mix	mol	2	250001	260000	0.2567574659815207	12
mix	pip	2	250001	260000	0.0282973530714359	12
mol	pip	2	250001	260000	0.27260747817493	12
mix	pip	2	260001	270000	-0.0038191952270298	19
mix	mol	2	260001	270000	0.0455199576053214	19
mol	pip	2	260001	270000	0.0395637799470393	19
mol	pip	2	270001	280000	0.2493832643445254	15
mix	pip	2	270001	280000	0.0363675335489935	15
mix	mol	2	270001	280000	0.2079690574853852	15
mol	pip	2	280001	290000	0.2350277527718844	17
mix	pip	2	280001	290000	-0.0105611268571058	17
mix	mol	2	280001	290000	0.3779437800771869	17
mol	pip	2	290001	300000	0.1344681567065818	12
mix	pip	2	290001	300000	-0.0206381858088672	12
mix	mol	2	290001	300000	0.1759042462309923	12
mix	mol	2	300001	310000	0.0941253752547379	14
mix	pip	2	300001	310000	-0.0144134558979212	14
mol	pip	2	300001	310000	0.0967399946991784	14
mix	mol	2	310001	320000	0.0245798906127243	11
mix	pip	2	310001	320000	-0.0147782117528614	11
mol	pip	2	310001	320000	0.0370798887789949	11
mix	pip	2	320001	330000	-0.0054512176082186	19
mix	mol	2	320001	330000	0.035574846041153	19
mol	pip	2	320001	330000	0.067811192623193	19
mix	mol	2	330001	340000	0.0448336134261909	27
mix	pip	2	330001	340000	0.0058386672712298	27
mol	pip	2	330001	340000	0.0686291883280375	27
mol	pip	2	340001	350000	0.0752882259936078	7
mix	mol	2	340001	350000	0.0500521746727167	7
mix	pip	2	340001	350000	-0.0190566482092959	7
mix	mol	2	350001	360000	0.0701474745933727	13
mix	pip	2	350001	360000	0.0156341162269547	13
mol	pip	2	350001	360000	0.0947365126070148	13
mix	pip	2	360001	370000	0.0123866729911357	18
mix	mol	2	360001	370000	0.0347134807389138	18
mol	pip	2	360001	370000	0.0665523620448495	18
mix	mol	2	370001	380000	0.0288152366539193	6
mix	pip	2	370001	380000	-0.01677069526012	6
mol	pip	2	370001	380000	0.0343467280822269	6
mix	pip	2	380001	390000	0.0312147293085141	9
mix	mol	2	380001	390000	0.0848264000198847	9
mol	pip	2	380001	390000	-0.0027397260273972	9
mol	pip	2	390001	400000	0.0307083829062027	8
mix	mol	2	390001	400000	0.0430618143082205	8
mix	pip	2	390001	400000	-0.0320598587553752	8
mix	mol	2	400001	410000	0.0090791746846865	14
mix	pip	2	400001	410000	0.0113985246674925	14
mol	pip	2	400001	410000	0.0345241669168418	14
mix	mol	2	410001	420000	0.0171289332480825	14
mix	pip	2	410001	420000	0.0042201214997049	14
mol	pip	2	410001	420000	0.0328022492970946	14
mol	pip	2	420001	430000	0.1254726710209694	10
mix	mol	2	420001	430000	0.2479064340409083	10
mix	pip	2	420001	430000	-0.0143106325854724	10
mix	mol	2	430001	440000	0.037788536848118	27
mix	pip	2	430001	440000	0.0071238186223282	27
mol	pip	2	430001	440000	0.0961141819981849	27
mix	pip	2	440001	450000	-0.015543463270961	11
mol	pip	2	440001	450000	0.0489272091752569	11
mix	mol	2	440001	450000	0.1030733350384215	11
mix	mol	2	450001	460000	0.0087077546113005	12
mix	pip	2	450001	460000	-0.0004699645418831	12
mol	pip	2	450001	460000	0.029645882908696	12
mol	pip	2	460001	470000	0.0354398503171346	13
mix	pip	2	460001	470000	-0.0031066914365333	13
mix	mol	2	460001	470000	0.0245700645936278	13
mix	pip	2	470001	480000	-0.0142709967925808	12
mix	mol	2	470001	480000	0.0620877606671218	12
mol	pip	2	470001	480000	0.044564983631628	12
mix	pip	2	480001	490000	-0.0244037832962891	9
mol	pip	2	480001	490000	0.0705719925605595	9
mix	mol	2	480001	490000	0.0863145131280801	9
mix	mol	2	490001	500000	0.0345676731475946	35
mix	pip	2	490001	500000	0.0018331919701518	35
mol	pip	2	490001	500000	0.0254443620100523	35
mol	pip	2	500001	510000	0.0692946678340344	16
mix	mol	2	500001	510000	0.0470081515482993	16
mix	pip	2	500001	510000	-0.0010791461580349	16
mix	mol	2	510001	520000	0.008141872622186	16
mix	pip	2	510001	520000	-0.003561478728891	16
mol	pip	2	510001	520000	0.0433599551341302	16
mol	pip	2	520001	530000	0.0726780530761787	9
mix	mol	2	520001	530000	0.0261077149906824	9
mix	pip	2	520001	530000	-0.0097408161806726	9
mix	mol	2	560001	570000	0.0810254952027712	17
mol	pip	2	560001	570000	0.0623858794887401	17
mix	pip	2	560001	570000	0.0084713695755054	17
mol	pip	2	570001	580000	0.0919860306773362	35
mix	pip	2	570001	580000	-0.0090599253359886	35
mix	mol	2	570001	580000	0.0810627317231443	35
mix	pip	2	580001	590000	-0.0117812329991785	19
mix	mol	2	580001	590000	0.0455833040630375	19
mol	pip	2	580001	590000	0.055211055712536	19
mix	mol	2	620001	630000	0.0831457210473454	22
mix	pip	2	620001	630000	0.0185515004413902	22
mol	pip	2	620001	630000	0.1285732690323103	22
