pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
mix	mol	1	10001	20000	-0.0116761819783314	5
mix	pip	1	10001	20000	0.0056142634655399	5
mol	pip	1	10001	20000	0.0234498819419736	5
mix	mol	1	20001	30000	0.0256897292312784	1
mix	pip	1	20001	30000	-0.0328370123885821	1
mol	pip	1	20001	30000	-0.0282710838576093	1
mix	mol	1	30001	40000	-0.0078238459807372	14
mix	pip	1	30001	40000	-0.0201392390765638	14
mol	pip	1	30001	40000	-0.0288808079061549	14
mix	mol	1	40001	50000	0.0111793019939595	22
mix	pip	1	40001	50000	0.0164175907167187	22
mol	pip	1	40001	50000	0.0511037775143378	22
mol	pip	1	60001	70000	0.1010490132163812	7
mix	pip	1	60001	70000	0.0327814475206396	7
mix	mol	1	60001	70000	0.0488348341054821	7
mix	mol	1	70001	80000	0.079532574533138	5
mix	pip	1	70001	80000	0.0357699571743315	5
mol	pip	1	70001	80000	0.071639669297819	5
mix	mol	1	80001	90000	0.056154030743887	12
mix	pip	1	80001	90000	0.0202717644429406	12
mol	pip	1	80001	90000	-0.0178077538939298	12
mix	mol	1	90001	100000	0.0987384606622003	7
mix	pip	1	90001	100000	0.0023335727999538	7
mol	pip	1	90001	100000	0.0921489640800454	7
mix	mol	1	100001	110000	0.0068031475344954	5
mix	pip	1	100001	110000	0.0165791645457065	5
mol	pip	1	100001	110000	0.1032541291808571	5
mix	mol	1	110001	120000	0.0403972327627957	2
mix	pip	1	110001	120000	0.0016082364085663	2
mol	pip	1	110001	120000	0.0785671878092222	2
mix	mol	1	130001	140000	-0.0069281506482298	5
mol	pip	1	130001	140000	-0.0254323499491353	5
mix	pip	1	130001	140000	-0.0162163495000802	5
mix	mol	1	140001	150000	0.0212999043477549	5
mix	pip	1	140001	150000	0.0562429896558477	5
mol	pip	1	140001	150000	0.1190941038656774	5
mix	pip	1	150001	160000	0.0161074876716214	4
mix	mol	1	150001	160000	0.0414902931480089	4
mol	pip	1	150001	160000	-0.0252820598503302	4
mix	mol	1	160001	170000	0.0407716600358636	1
mol	pip	1	160001	170000	0.0621669626998224	1
mix	pip	1	160001	170000	-0.0091599467627025	1
mix	mol	1	170001	180000	-0.0207918695195713	1
mix	pip	1	170001	180000	-0.0320627029685544	1
mol	pip	1	170001	180000	NA	1
mol	pip	1	180001	190000	0.0838085577505906	3
mix	mol	1	180001	190000	0.0464498926700476	3
mix	pip	1	180001	190000	-0.0006671093930197	3
mol	pip	1	190001	200000	0.0989222284066184	6
mix	mol	1	190001	200000	0.0459998179100846	6
mix	pip	1	190001	200000	0.027332805405551	6
mix	mol	1	200001	210000	-0.0095559019212986	7
mol	pip	1	200001	210000	0.0135609880408468	7
mix	pip	1	200001	210000	-0.0079240829116303	7
mix	mol	1	210001	220000	-0.0135383110666975	3
mix	pip	1	210001	220000	0.012466145438557	3
mol	pip	1	210001	220000	-0.0184932840179093	3
mix	pip	1	220001	230000	-0.013331983381124	10
mol	pip	1	220001	230000	-0.0048309178743961	10
mix	mol	1	220001	230000	-0.00051846517413	10
mix	pip	1	230001	240000	-0.0052696969302974	2
mix	mol	1	230001	240000	0.0055109855334605	2
mol	pip	1	230001	240000	-0.0499923869461503	2
mix	mol	1	240001	250000	0.2384673241211721	2
mix	pip	1	240001	250000	-0.0184018640217534	2
mol	pip	1	240001	250000	0.1450870522313389	2
mix	mol	1	250001	260000	0.2215662387155218	1
mix	pip	1	250001	260000	NA	1
mol	pip	1	250001	260000	0.0215601724813798	1
mix	pip	1	260001	270000	-0.0257926035222607	10
mix	mol	1	260001	270000	0.0680092453278497	10
mol	pip	1	260001	270000	0.0187637230632614	10
mix	mol	1	270001	280000	0.03693253984402	14
mix	pip	1	270001	280000	-0.0188400305370612	14
mol	pip	1	270001	280000	0.0593500340891212	14
mix	mol	1	280001	290000	-0.0093705854985778	11
mix	pip	1	280001	290000	-0.0079019639625563	11
mol	pip	1	280001	290000	-0.0284511775698977	11
mol	pip	1	290001	300000	0.0630701324178518	7
mix	pip	1	290001	300000	-0.0026682326722055	7
mix	mol	1	290001	300000	0.0317219290439498	7
mol	pip	1	300001	310000	0.08119386736823	11
mix	pip	1	300001	310000	0.0120993845365189	11
mix	mol	1	300001	310000	0.0660382422416926	11
mix	mol	1	310001	320000	0.0482826625864461	9
mix	pip	1	310001	320000	0.018411119813699	9
mol	pip	1	310001	320000	0.0661109372168498	9
mix	mol	1	330001	340000	0.057722920319708	12
mix	pip	1	330001	340000	-0.0130695154107778	12
mol	pip	1	330001	340000	0.0532653811800557	12
mix	pip	1	350001	360000	0.0093340114865291	6
mol	pip	1	350001	360000	-0.0391307899681398	6
mix	mol	1	350001	360000	0.0210156509846105	6
mol	pip	1	360001	370000	-0.0052221908806062	8
mix	pip	1	360001	370000	0.0148187499070325	8
mix	mol	1	360001	370000	-0.00345720637395	8
mix	pip	1	370001	380000	0.0194001489172605	2
