pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
1	2.0	1	1	10000	-0.0055204347162581	2
2	3.0	1	1	10000	-0.0045968696573727	2
1	3.0	1	1	10000	-0.0039684841838723	2
1	2.0	1	10001	20000	0.0011179231929649	100
1	3.0	1	10001	20000	-0.0006433855113438	100
2	3.0	1	10001	20000	-0.0058523305979661	100
1	2.0	1	20001	30000	-0.0003343716194745	72
1	3.0	1	20001	30000	-0.0011110361038649	72
2	3.0	1	20001	30000	-0.0031132185542404	72
1	2.0	1	30001	40000	-0.0004404535808517	153
1	3.0	1	30001	40000	0.0010308954543107	153
2	3.0	1	30001	40000	0.0001719864656958	153
2	3.0	1	40001	50000	0.0020190830874296	195
1	2.0	1	40001	50000	0.0013772801253552	195
1	3.0	1	40001	50000	0.0061295956487801	195
1	2.0	1	50001	60000	-0.0019784026627982	4
1	3.0	1	50001	60000	-0.0077488602206237	4
2	3.0	1	50001	60000	-0.0118826191794248	4
1	2.0	1	60001	70000	0.0024921829806536	66
1	3.0	1	60001	70000	0.0052842191367146	66
2	3.0	1	60001	70000	0.0011330403766049	66
1	3.0	1	70001	80000	0.0037115980910222	77
2	3.0	1	70001	80000	-0.0020304908072468	77
1	2.0	1	70001	80000	-9.483277521495004e-05	77
2	3.0	1	80001	90000	0.0006057986698018	70
1	3.0	1	80001	90000	-0.0004451792684401	70
1	2.0	1	80001	90000	-0.0001610628408455	70
2	3.0	1	90001	100000	0.0079170059851131	97
1	3.0	1	90001	100000	0.0162738147777976	97
1	2.0	1	90001	100000	0.0030920662286999	97
1	2.0	1	100001	110000	0.0014583263366414	46
1	3.0	1	100001	110000	0.0102888680431909	46
2	3.0	1	100001	110000	0.0031634249775171	46
1	2.0	1	110001	120000	-0.0002187450123839	21
1	3.0	1	110001	120000	-0.0050588315937647	21
2	3.0	1	110001	120000	-0.0047505106813183	21
1	2.0	1	120001	130000	-0.0026004621382025	10
1	3.0	1	120001	130000	0.000534897716347	10
2	3.0	1	120001	130000	-0.0070823134999493	10
2	3.0	1	130001	140000	-0.0002422370809203	74
1	2.0	1	130001	140000	0.0027671111711165	74
1	3.0	1	130001	140000	0.003354210233735	74
2	3.0	1	140001	150000	0.0011765526948451	68
1	3.0	1	140001	150000	0.0003940026039243	68
1	2.0	1	140001	150000	0.0023928291682989	68
2	3.0	1	150001	160000	0.0023844617354416	39
1	3.0	1	150001	160000	0.0048943154627005	39
1	2.0	1	150001	160000	0.0002525811673756	39
1	3.0	1	160001	170000	-0.0014082638503425	19
1	2.0	1	160001	170000	-0.000111635160411	19
2	3.0	1	160001	170000	-0.004649476180927	19
2	3.0	1	170001	180000	0.0081967258308571	38
1	2.0	1	170001	180000	0.0031015179079641	38
1	3.0	1	170001	180000	-0.0016447691546786	38
1	3.0	1	180001	190000	0.0022244861038927	56
2	3.0	1	180001	190000	0.0040435598600799	56
1	2.0	1	180001	190000	0.0007665036852762	56
1	3.0	1	190001	200000	0.0061430405459293	36
2	3.0	1	190001	200000	0.0046182583241758	36
1	2.0	1	190001	200000	-0.0006835143611226	36
1	2.0	1	200001	210000	0.0016631917749906	54
1	3.0	1	200001	210000	0.0005534848592522	54
2	3.0	1	200001	210000	-0.0009353644530365	54
2	3.0	1	210001	220000	0.0031356427320351	55
1	2.0	1	210001	220000	0.0001534483389619	55
1	3.0	1	210001	220000	0.0046854176022407	55
1	2.0	1	220001	230000	0.0032446495239384	79
1	3.0	1	220001	230000	0.0011370637212291	79
2	3.0	1	220001	230000	-0.0001694377946179	79
1	2.0	1	230001	240000	-0.0006335259765379	33
2	3.0	1	230001	240000	0.0097188211835128	33
1	3.0	1	230001	240000	0.0044133662383354	33
1	2.0	1	240001	250000	0.001412174333087	49
1	3.0	1	240001	250000	-0.0047417780965714	49
2	3.0	1	240001	250000	-0.0049193466601669	49
1	2.0	1	250001	260000	-0.0013992030011567	35
1	3.0	1	250001	260000	-0.0015739228709378	35
2	3.0	1	250001	260000	-0.0007891266191905	35
1	3.0	1	260001	270000	-0.0009217893531953	93
1	2.0	1	260001	270000	0.0005527284329323	93
2	3.0	1	260001	270000	-0.004441372536318	93
1	2.0	1	270001	280000	0.0015840280272639	124
1	3.0	1	270001	280000	0.0033680736488171	124
2	3.0	1	270001	280000	0.0016380967307305	124
2	3.0	1	280001	290000	-0.0011499134333682	81
1	2.0	1	280001	290000	0.0027730389205486	81
1	3.0	1	280001	290000	-0.0013660341265675	81
1	2.0	1	290001	300000	1.6766297823326366e-05	78
1	3.0	1	290001	300000	0.0008232349563272	78
2	3.0	1	290001	300000	-0.0020028085707009	78
1	2.0	1	300001	310000	-0.0009389906201294	91
2	3.0	1	300001	310000	-0.0022087170390952	91
1	3.0	1	300001	310000	-0.0032568876459055	91
1	2.0	1	310001	320000	0.0019972340956707	91
1	3.0	1	310001	320000	-0.0011524803816086	91
2	3.0	1	310001	320000	-0.0038670608648132	91
1	2.0	1	330001	340000	0.0010148724551044	78
1	3.0	1	330001	340000	0.0073947622411627	78
2	3.0	1	330001	340000	0.0037877808214422	78
2	3.0	1	340001	350000	0.0020328155695407	29
1	2.0	1	340001	350000	0.003336005399555	29
1	3.0	1	340001	350000	0.0038790311786064	29
1	3.0	1	350001	360000	-0.0012733216669507	87
2	3.0	1	350001	360000	0.0013496815536573	87
1	2.0	1	350001	360000	0.001511723364313	87
1	2.0	1	360001	370000	0.00157946085441	61
1	3.0	1	360001	370000	-0.0002055517163799	61
2	3.0	1	360001	370000	-0.0018008595434848	61
1	2.0	1	370001	380000	0.0002326768665527	55
1	3.0	1	370001	380000	0.0090600216010676	55
2	3.0	1	370001	380000	0.0073662019159646	55
1	2.0	1	380001	390000	-0.0006710147999987	75
2	3.0	1	380001	390000	0.0010117890896726	75
1	3.0	1	380001	390000	0.0035619690224199	75
1	3.0	1	390001	400000	0.0021238365050462	112
2	3.0	1	390001	400000	0.0018264609071081	112
1	2.0	1	390001	400000	-0.0001470554541204	112
2	3.0	1	400001	410000	0.0028941160987461	132
1	3.0	1	400001	410000	-0.0014725347384798	132
1	2.0	1	400001	410000	0.0014182628392793	132
1	2.0	1	410001	420000	-0.0011689881417516	53
1	3.0	1	410001	420000	0.0003926123093194	53
2	3.0	1	410001	420000	-0.0048278799505394	53
1	3.0	1	420001	430000	-0.0017918976264671	52
1	2.0	1	420001	430000	0.0006590373725749	52
2	3.0	1	420001	430000	-0.0011402089105717	52
1	2.0	1	430001	440000	0.0001715216249346	84
1	3.0	1	430001	440000	0.0007036667223277	84
2	3.0	1	430001	440000	-0.0051411980784874	84
1	2.0	1	440001	450000	0.0008552626148221	92
1	3.0	1	440001	450000	0.0053642878236403	92
2	3.0	1	440001	450000	0.0029022525398286	92
1	2.0	1	450001	460000	0.0018749135496353	120
1	3.0	1	450001	460000	-0.0039690001524536	120
2	3.0	1	450001	460000	-0.0012414408260705	120
1	2.0	1	460001	470000	0.0008568455566567	65
1	3.0	1	460001	470000	-0.0011749813074486	65
2	3.0	1	460001	470000	-0.0064192517647126	65
2	3.0	1	470001	480000	-0.0004078061147652	97
1	3.0	1	470001	480000	-0.0008172144885512	97
1	2.0	1	470001	480000	0.0040292629656983	97
1	3.0	1	480001	490000	0.0025553121492708	95
2	3.0	1	480001	490000	-0.0001506261603565	95
1	2.0	1	480001	490000	-0.0006259848111216	95
1	2.0	1	490001	500000	0.0002369703983187	275
1	3.0	1	490001	500000	-0.0019039605215341	275
2	3.0	1	490001	500000	-0.0028458828449511	275
1	2.0	1	500001	510000	-0.0006399975128203	53
1	3.0	1	500001	510000	-0.0008138256744188	53
2	3.0	1	500001	510000	-0.0017106240640176	53
1	2.0	1	510001	520000	0.0010119390113441	101
1	3.0	1	510001	520000	0.001116476699739	101
2	3.0	1	510001	520000	-0.0013903468906606	101
1	3.0	1	520001	530000	0.0013464311051365	104
2	3.0	1	520001	530000	0.005551006845357	104
1	2.0	1	520001	530000	-0.0001563967629038	104
1	2.0	1	530001	540000	0.0011107366488169	251
1	3.0	1	530001	540000	0.0018181861606286	251
2	3.0	1	530001	540000	0.0007699410210406	251
1	3.0	1	540001	550000	-0.0014931388558455	107
1	2.0	1	540001	550000	0.0013614012909211	107
2	3.0	1	540001	550000	-0.0024797158881468	107
1	3.0	1	550001	560000	-0.0034405325002799	79
1	2.0	1	550001	560000	0.0016223042995905	79
2	3.0	1	550001	560000	-0.001995943105247	79
1	2.0	1	560001	570000	0.000546876825968	153
1	3.0	1	560001	570000	0.0020756145898895	153
2	3.0	1	560001	570000	0.0004908526220803	153
1	2.0	1	570001	580000	9.046500551812947e-05	35
1	3.0	1	570001	580000	-0.0016525650373081	35
2	3.0	1	570001	580000	-3.775278823297472e-05	35
1	2.0	1	580001	590000	0.0017163655347974	35
1	3.0	1	580001	590000	0.0016917157050258	35
2	3.0	1	580001	590000	0.0012147367164176	35
1	2.0	1	590001	600000	-0.0002302667124504	119
1	3.0	1	590001	600000	0.0035040104956513	119
2	3.0	1	590001	600000	-0.0029797612798264	119
2	3.0	1	600001	610000	0.0058865520849881	89
1	3.0	1	600001	610000	0.012132142105971	89
1	2.0	1	600001	610000	0.0022582487337014	89
1	2.0	1	620001	630000	0.0015007471153583	73
1	3.0	1	620001	630000	0.0138349734416089	73
2	3.0	1	620001	630000	0.0036896438409569	73
1	2.0	1	630001	640000	-0.000576874627524	109
1	3.0	1	630001	640000	0.0050842448676776	109
2	3.0	1	630001	640000	0.0005654369509601	109
1	3.0	1	640001	650000	0.0031335398518936	200
2	3.0	1	640001	650000	0.0017266742893297	200
1	2.0	1	640001	650000	0.0005575006495382	200
2	3.0	1	650001	660000	0.0029025659062078	55
1	3.0	1	650001	660000	0.004828339224357	55
1	2.0	1	650001	660000	0.0034064921590647	55
2	3.0	1	660001	670000	0.0003563245072596	36
1	3.0	1	660001	670000	0.0015321862974227	36
1	2.0	1	660001	670000	0.002601398758827	36
1	3.0	1	670001	680000	0.0018621825959413	45
2	3.0	1	670001	680000	0.003504820058199	45
1	2.0	1	670001	680000	-0.0011319527672205	45
1	2.0	1	680001	690000	0.0042253752666888	46
1	3.0	1	680001	690000	0.001698842702534	46
2	3.0	1	680001	690000	0.0005980760961213	46
1	2.0	1	690001	700000	0.0030113377480145	52
1	3.0	1	690001	700000	0.0063502985414882	52
2	3.0	1	690001	700000	-0.0023346318338999	52
1	3.0	1	700001	710000	0.0027981169462108	165
2	3.0	1	700001	710000	-0.0015289354593012	165
1	2.0	1	700001	710000	0.0021881700626215	165
2	3.0	1	710001	720000	0.0071986500344799	45
1	3.0	1	710001	720000	0.0037510802678519	45
1	2.0	1	710001	720000	-0.0020996654347496	45
1	3.0	1	720001	730000	0.00074563975641	52
1	2.0	1	720001	730000	0.0021027675841522	52
