pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
2	3	1	10000	0.0069838201480781	4498	181060	25925639	28454
1	3	1	10000	0.0071649468355572	4498	1264529	176488260	52168
3	3	1	10000	0.007295692053229	4498	7278	997575	2062
1	3	10001	20000	0.0065863041579323	2168	561416	85239914	24484
2	3	10001	20000	0.006469685172058	2168	82333	12725967	11394
3	3	10001	20000	0.0069024679401549	2168	3307	479104	1080
1	3	20001	30000	0.0034086932685825	762	101572	29797929	9158
2	3	20001	30000	0.00353464105768	762	15482	4380077	4978
3	3	20001	30000	0.0026554277918534	762	436	164192	588
1	3	30001	40000	0.0058657620083394	3161	743144	126691809	26906
2	3	30001	40000	0.0061317733038542	3161	115620	18855883	13940
3	3	30001	40000	0.0060535384187595	3161	4267	704877	1252
1	3	40001	50000	0.0080296377423325	2164	702921	87540811	15570
2	3	40001	50000	0.0075844099115885	2164	99179	13076693	7966
3	3	40001	50000	0.0073943521434168	2164	3520	476039	1194
1	3	50001	60000	0.0035040322615628	767	105009	29968046	9312
3	3	50001	60000	0.0039042420385283	767	638	163412	682
2	3	50001	60000	0.003870175139268	767	17194	4442693	4612
1	3	60001	70000	0.0060570461443112	2543	594283	98114326	35368
2	3	60001	70000	0.0062008864806695	2543	91112	14693383	15584
3	3	60001	70000	0.0064535819321902	2543	3489	540630	2390
1	3	70001	80000	0.0113966889599593	3771	1752740	153793791	22662
2	3	70001	80000	0.0110405026187734	3771	254900	23087717	10996
3	3	70001	80000	0.0115902505539457	3771	9792	844848	1306
1	3	80001	90000	0.0087156951173039	2681	942897	108183798	20280
2	3	80001	90000	0.008321903934479	2681	136400	16390480	8034
3	3	80001	90000	0.008205215467733	2681	4822	587675	1584
1	3	90001	100000	0.0145189660996369	3244	1937943	133476653	15374
2	3	90001	100000	0.0142682098294497	3244	288389	20211996	6224
3	3	90001	100000	0.0159231418070536	3244	11572	726741	1142
1	3	100001	110000	0.0083646250228191	1530	493713	59023925	21350
3	3	100001	110000	0.008642699264739	1530	2874	332535	1030
2	3	100001	110000	0.0071092117909653	1530	61755	8686617	10930
2	3	110001	120000	0.0075127082251032	2128	94924	12635124	9888
1	3	110001	120000	0.0078511982705774	2128	672701	85681316	16776
3	3	110001	120000	0.007907961256384	2128	3665	463457	1414
1	3	120001	130000	0.0088630761012532	1883	661331	74616419	19190
2	3	120001	130000	0.0086565281587029	1883	96919	11196059	8712
3	3	120001	130000	0.0085235149579799	1883	3566	418372	826
1	3	130001	140000	0.0114522112411168	2263	1026397	89624351	23158
2	3	130001	140000	0.0106706105359009	2263	142027	13310110	11714
3	3	130001	140000	0.0107743026479459	2263	5301	492004	1530
1	3	140001	150000	0.0085467215814217	1883	632827	74043245	21170
2	3	140001	150000	0.0076920183049881	1883	85875	11164170	8906
3	3	140001	150000	0.0074287217920542	1883	3049	410434	1230
1	3	150001	160000	0.0065085632763246	1319	329506	50626534	19288
2	3	150001	160000	0.0068355858169414	1319	51572	7544635	8832
3	3	150001	160000	0.0043740473192391	1319	1254	286691	892
3	3	160001	170000	0.0065108607581688	2490	3608	554151	1046
1	3	160001	170000	0.0064774142174879	2490	650044	100355478	19228
2	3	160001	170000	0.0065933252461481	2490	98687	14967713	9890
3	3	170001	180000	0.0053163492533129	2950	3414	642170	1968
2	3	170001	180000	0.0061194116812508	2950	107444	17557897	13306
1	3	170001	180000	0.0071563766379862	2950	833839	116516925	31318
3	3	180001	190000	0.0046281795359665	1965	1980	427814	1306
2	3	180001	190000	0.004491140745302	1965	52513	11692575	8836
1	3	180001	190000	0.005677165404274	1965	442158	77883586	19856
2	3	190001	200000	0.0055894515547131	1901	62411	11165854	9966
1	3	190001	200000	0.0058808171885162	1901	441290	75038891	20302
3	3	190001	200000	0.0040045069357562	1901	1610	402047	1840
3	3	200001	210000	0.0054383692425093	2787	3321	610661	1648
2	3	200001	210000	0.0053694278956247	2787	87770	16346248	14822
1	3	200001	210000	0.0054795668609179	2787	596284	108819550	34192
1	3	210001	220000	0.0080371595888664	4097	1324741	164827012	32716
3	3	210001	220000	0.0073113943865728	4097	6651	909676	1822
2	3	210001	220000	0.0069061733963009	4097	169330	24518643	17148
2	3	220001	230000	0.0111051448774153	2312	155049	13961907	8554
3	3	220001	230000	0.011908940480369	2312	6175	518518	772
1	3	220001	230000	0.012070635909598	2312	1129285	93556380	16496
1	3	230001	240000	0.006266658827865	2126	522408	83363083	24794
2	3	230001	240000	0.0057746211621959	2126	72948	12632517	9794
3	3	230001	240000	0.0059796277527154	2126	2708	452871	1926
3	3	240001	250000	0.0139605322959473	2892	8785	629274	1940
1	3	240001	250000	0.0139078896919089	2892	1600397	115071160	27704
2	3	240001	250000	0.0137518866978848	2892	240077	17457750	10764
1	3	250001	260000	0.0123572965350047	1442	719650	58236848	10712
2	3	250001	260000	0.0117409219872809	1442	101146	8614826	6192
3	3	250001	260000	0.0139788737792631	1442	4559	326135	342
1	3	260001	270000	0.0045032750636213	1277	229358	50931377	11778
