pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
1	2.0	1	1	10000	0.0142223015815936	2
2	3.0	1	1	10000	0.0468138105215567	2
1	3.0	1	1	10000	-0.0281298312733429	2
1	2.0	1	10001	20000	0.0017643218360342	100
1	3.0	1	10001	20000	0.0026422850148365	100
2	3.0	1	10001	20000	-0.0014778430255449	100
1	2.0	1	20001	30000	0.0008670114310481	72
1	3.0	1	20001	30000	-0.0011261844637897	72
2	3.0	1	20001	30000	0.0092422417845752	72
1	2.0	1	30001	40000	0.0015838884480672	153
1	3.0	1	30001	40000	0.0087622751436577	153
2	3.0	1	30001	40000	0.0076467512589067	153
2	3.0	1	40001	50000	-0.0014330479567759	195
1	2.0	1	40001	50000	0.0005612658767047	195
1	3.0	1	40001	50000	0.002376259224768	195
1	2.0	1	50001	60000	-0.0037966366045768	4
1	3.0	1	50001	60000	-0.0076277359329778	4
2	3.0	1	50001	60000	-0.002313644731803	4
1	2.0	1	60001	70000	0.0013692729937523	66
1	3.0	1	60001	70000	-0.00212256735255	66
2	3.0	1	60001	70000	-0.0053807393411932	66
1	3.0	1	70001	80000	0.0080827518135647	77
2	3.0	1	70001	80000	0.0065782357568106	77
1	2.0	1	70001	80000	0.0021242879832157	77
2	3.0	1	80001	90000	-0.0078622247407248	70
1	3.0	1	80001	90000	-0.0072089026079473	70
1	2.0	1	80001	90000	0.0006500727345109	70
2	3.0	1	90001	100000	0.0130710164216646	97
1	3.0	1	90001	100000	0.0151792276932933	97
1	2.0	1	90001	100000	-0.0003131804937855	97
1	2.0	1	100001	110000	-0.0003042417230522	46
1	3.0	1	100001	110000	0.0220444979986152	46
2	3.0	1	100001	110000	0.0300560204613291	46
1	2.0	1	110001	120000	-0.0023742626370078	21
1	3.0	1	110001	120000	-0.0034742858610381	21
2	3.0	1	110001	120000	-0.0086853418943125	21
1	2.0	1	120001	130000	-0.0025851553081806	10
1	3.0	1	120001	130000	0.0125141560906487	10
2	3.0	1	120001	130000	0.0023299529485211	10
2	3.0	1	130001	140000	0.001650160109264	74
1	2.0	1	130001	140000	0.0001769090275801	74
1	3.0	1	130001	140000	-0.001113815526275	74
2	3.0	1	140001	150000	0.0024082278892116	68
1	3.0	1	140001	150000	0.0052617560488821	68
1	2.0	1	140001	150000	0.0017623191003824	68
2	3.0	1	150001	160000	0.0250597315982832	39
1	3.0	1	150001	160000	0.0171548851828284	39
1	2.0	1	150001	160000	-0.0006228428983882	39
1	3.0	1	160001	170000	0.0383626777119465	19
1	2.0	1	160001	170000	-0.0005278650116712	19
2	3.0	1	160001	170000	0.0404105593587612	19
2	3.0	1	170001	180000	-0.0035902180002119	38
1	2.0	1	170001	180000	0.0001306256938156	38
1	3.0	1	170001	180000	-0.0113544630959117	38
1	3.0	1	180001	190000	0.0059491373178357	56
2	3.0	1	180001	190000	0.0053330772677628	56
1	2.0	1	180001	190000	-0.0005519786020206	56
1	3.0	1	190001	200000	0.0038573729266156	36
2	3.0	1	190001	200000	0.0009414197788977	36
1	2.0	1	190001	200000	0.0001574441000551	36
1	2.0	1	200001	210000	0.0008157811906338	54
1	3.0	1	200001	210000	-0.0076287904853342	54
2	3.0	1	200001	210000	-0.0025301083689783	54
2	3.0	1	210001	220000	0.004634091427237	55
1	2.0	1	210001	220000	0.0005640942781173	55
1	3.0	1	210001	220000	0.0037732761592305	55
1	2.0	1	220001	230000	0.0020771332081425	79
1	3.0	1	220001	230000	0.002842987389934	79
2	3.0	1	220001	230000	-0.0010296221090392	79
1	2.0	1	230001	240000	0.0024727351356207	33
2	3.0	1	230001	240000	0.0039946070020166	33
1	3.0	1	230001	240000	0.0079101784980244	33
1	2.0	1	240001	250000	0.0030783345751271	49
1	3.0	1	240001	250000	-0.0007148158042292	49
2	3.0	1	240001	250000	0.0031546762506923	49
1	2.0	1	250001	260000	-0.0028821633392402	35
1	3.0	1	250001	260000	-0.0024866341773802	35
2	3.0	1	250001	260000	-0.0080265874314986	35
1	3.0	1	260001	270000	-0.0042393136475206	93
1	2.0	1	260001	270000	0.000144484097924	93
2	3.0	1	260001	270000	-0.0009103689957697	93
1	2.0	1	270001	280000	0.0014244614414538	124
1	3.0	1	270001	280000	0.0047957676623009	124
2	3.0	1	270001	280000	0.0014320718232986	124
2	3.0	1	280001	290000	0.0005909170381054	81
1	2.0	1	280001	290000	0.0007805818046489	81
1	3.0	1	280001	290000	0.0009043830669107	81
1	2.0	1	290001	300000	0.0025478794311643	78
1	3.0	1	290001	300000	-0.0066979399039884	78
2	3.0	1	290001	300000	-0.0049362586012558	78
1	2.0	1	300001	310000	0.0019147124894733	91
2	3.0	1	300001	310000	-0.0025886274182177	91
1	3.0	1	300001	310000	0.0016618969155064	91
1	2.0	1	310001	320000	0.0007466199412345	91
1	3.0	1	310001	320000	0.0003223358989127	91
2	3.0	1	310001	320000	-0.0039200355875083	91
1	2.0	1	330001	340000	0.0001133851318996	78
1	3.0	1	330001	340000	0.0170577918355445	78
2	3.0	1	330001	340000	0.0142342761668642	78
2	3.0	1	340001	350000	0.0225474459762628	29
1	2.0	1	340001	350000	-0.0003459146278111	29
1	3.0	1	340001	350000	0.015277369806164	29
1	3.0	1	350001	360000	-0.0050222807905885	87
2	3.0	1	350001	360000	0.0021076174224646	87
1	2.0	1	350001	360000	0.0013081618071409	87
1	2.0	1	360001	370000	0.0002604227227671	61
1	3.0	1	360001	370000	0.0033725168268498	61
2	3.0	1	360001	370000	0.0076051486596836	61
1	2.0	1	370001	380000	-0.0001202701398637	55
1	3.0	1	370001	380000	0.0099223897933058	55
2	3.0	1	370001	380000	0.0085716546168678	55
1	2.0	1	380001	390000	0.0002824137465641	75
2	3.0	1	380001	390000	-0.004113735975453	75
1	3.0	1	380001	390000	0.0018861539316763	75
1	3.0	1	390001	400000	0.0026454351145658	112
2	3.0	1	390001	400000	0.0039374629609712	112
1	2.0	1	390001	400000	-0.0009384022912614	112
2	3.0	1	400001	410000	-0.0094292204197416	132
1	3.0	1	400001	410000	-0.0041491506089875	132
1	2.0	1	400001	410000	-0.0006645607448502	132
1	2.0	1	410001	420000	-8.57278515224171e-05	53
1	3.0	1	410001	420000	0.0006350313879079	53
2	3.0	1	410001	420000	0.0009327592420851	53
1	3.0	1	420001	430000	-0.0011035679250441	52
1	2.0	1	420001	430000	8.967821085304972e-05	52
2	3.0	1	420001	430000	-0.0039856890862137	52
1	2.0	1	430001	440000	0.0052764219222861	84
1	3.0	1	430001	440000	-0.0020885071033729	84
2	3.0	1	430001	440000	-0.0013496552335777	84
1	2.0	1	440001	450000	0.0038508857032216	92
1	3.0	1	440001	450000	0.0042008835057757	92
2	3.0	1	440001	450000	0.000271078711307	92
1	2.0	1	450001	460000	-5.873892385100211e-05	120
1	3.0	1	450001	460000	-0.0015177568859668	120
2	3.0	1	450001	460000	-0.0038889014399489	120
1	2.0	1	460001	470000	0.0004313450107176	65
1	3.0	1	460001	470000	-0.0018553169503719	65
2	3.0	1	460001	470000	0.0027710822089719	65
2	3.0	1	470001	480000	0.0125094728470783	97
1	3.0	1	470001	480000	0.0103864414289435	97
1	2.0	1	470001	480000	0.0030554166119428	97
1	3.0	1	480001	490000	0.0030025453765758	95
2	3.0	1	480001	490000	-0.0046824943766847	95
1	2.0	1	480001	490000	0.0006585670930629	95
1	2.0	1	490001	500000	-0.0003767144250881	275
1	3.0	1	490001	500000	-0.0021074115303681	275
2	3.0	1	490001	500000	-0.0030745697507617	275
1	2.0	1	500001	510000	0.0024331137614042	53
1	3.0	1	500001	510000	-0.0005756103599764	53
2	3.0	1	500001	510000	0.0067915151557652	53
1	2.0	1	510001	520000	0.0017336884658793	101
1	3.0	1	510001	520000	0.0013495992517013	101
2	3.0	1	510001	520000	0.0042822451627304	101
1	3.0	1	520001	530000	0.0103358925935884	104
2	3.0	1	520001	530000	0.0072652730893745	104
1	2.0	1	520001	530000	0.0011691457843776	104
1	2.0	1	530001	540000	0.000123450975186	251
1	3.0	1	530001	540000	0.0014890435453217	251
2	3.0	1	530001	540000	-0.0005690312745568	251
1	3.0	1	540001	550000	0.0070981187655539	107
1	2.0	1	540001	550000	-0.0017090802579257	107
2	3.0	1	540001	550000	0.0038969199149456	107
1	3.0	1	550001	560000	-0.0041963397143782	79
1	2.0	1	550001	560000	0.0023387071741266	79
2	3.0	1	550001	560000	-0.0068296770082606	79
1	2.0	1	560001	570000	0.0002236480173671	153
1	3.0	1	560001	570000	0.0070689218823669	153
2	3.0	1	560001	570000	0.0007592929488262	153
1	2.0	1	570001	580000	0.002414704049821	35
1	3.0	1	570001	580000	0.0004973300226341	35
2	3.0	1	570001	580000	-0.0092529450211681	35
1	2.0	1	580001	590000	-0.0013309170090836	35
1	3.0	1	580001	590000	0.000266554946463	35
2	3.0	1	580001	590000	-0.002717508155874	35
1	2.0	1	590001	600000	0.0017803996022189	119
1	3.0	1	590001	600000	0.0102081882949531	119
2	3.0	1	590001	600000	0.008247445327113	119
2	3.0	1	600001	610000	0.0029530039145252	89
1	3.0	1	600001	610000	0.0025035508671024	89
1	2.0	1	600001	610000	0.0045325047282969	89
1	2.0	1	620001	630000	0.0093342855911108	73
1	3.0	1	620001	630000	0.0147679375260921	73
2	3.0	1	620001	630000	0.0086379615436622	73
1	2.0	1	630001	640000	0.0063739631867116	109
1	3.0	1	630001	640000	-0.0010639538001562	109
2	3.0	1	630001	640000	0.002619947928084	109
1	3.0	1	640001	650000	0.003927563348742	200
2	3.0	1	640001	650000	0.0024082314783054	200
1	2.0	1	640001	650000	0.0025541589034959	200
2	3.0	1	650001	660000	0.0344662697145474	55
1	3.0	1	650001	660000	0.0405534553224027	55
1	2.0	1	650001	660000	-0.0003326659179926	55
2	3.0	1	660001	670000	-0.0114613918343018	36
1	3.0	1	660001	670000	-0.0070352130153137	36
1	2.0	1	660001	670000	0.0005445267783112	36
1	3.0	1	670001	680000	-0.0002548166844194	45
2	3.0	1	670001	680000	-0.001231087667116	45
1	2.0	1	670001	680000	5.275682043836503e-05	45
1	2.0	1	680001	690000	0.0012767877430487	46
1	3.0	1	680001	690000	0.0044866174315357	46
2	3.0	1	680001	690000	0.009480210987074	46
1	2.0	1	690001	700000	0.0026235470290434	52
1	3.0	1	690001	700000	0.0081249619935212	52
2	3.0	1	690001	700000	0.0178089722392393	52
1	3.0	1	700001	710000	0.0094508641875855	165
2	3.0	1	700001	710000	0.0024569162136523	165
1	2.0	1	700001	710000	-9.116746115428372e-05	165
2	3.0	1	710001	720000	-0.0037555370707082	45
1	3.0	1	710001	720000	0.0040680881142074	45
1	2.0	1	710001	720000	-0.0005300302160446	45
1	3.0	1	720001	730000	0.007242389415792	52
1	2.0	1	720001	730000	-0.0011853874147286	52
2	3.0	1	720001	730000	0.0070591116829959	52
1	3.0	1	730001	740000	0.0129985248506643	92
2	3.0	1	730001	740000	0.0174545224217804	92
1	2.0	1	730001	740000	0.0019291473899681	92
2	3.0	1	740001	750000	0.0019594366245702	26
1	3.0	1	740001	750000	0.0212086742116128	26
1	2.0	1	740001	750000	0.0020578851983143	26
2	3.0	1	750001	760000	0.0112920923202159	91
1	3.0	1	750001	760000	0.0072545651976158	91
1	2.0	1	750001	760000	0.0007497651169497	91
2	3.0	1	760001	770000	0.0027933493974044	71
1	3.0	1	760001	770000	0.0024592952958023	71
1	2.0	1	760001	770000	0.001067729673668	71
2	3.0	1	770001	780000	-0.0031519417323536	45
1	3.0	1	770001	780000	0.0001365873337129	45
1	2.0	1	770001	780000	-0.0005803015521742	45
1	2.0	1	780001	790000	0.0023885431335477	55
1	3.0	1	780001	790000	0.0038578252105908	55
2	3.0	1	780001	790000	-0.0069105305538912	55
2	3.0	1	790001	800000	-0.0053269237520984	36
1	2.0	1	790001	800000	0.0036023869374839	36
1	3.0	1	790001	800000	-0.0052814548349353	36
1	3.0	1	840001	850000	-0.0070217293675627	31
2	3.0	1	840001	850000	-0.0062474462027456	31
1	2.0	1	840001	850000	0.0032882755962519	31
1	2.0	1	850001	860000	0.0052332158573731	17
1	3.0	1	850001	860000	0.007759103252803	17
2	3.0	1	850001	860000	-0.0050264265201883	17
1	2.0	1	860001	870000	-0.0032899713534811	5
1	3.0	1	860001	870000	0.0026277532334158	5
2	3.0	1	860001	870000	0.0010774761281154	5
1	2.0	1	880001	890000	0.0022918365262489	20
1	3.0	1	880001	890000	0.0109721032515901	20
2	3.0	1	880001	890000	0.0057032549258003	20
1	2.0	1	890001	900000	0.0021403215262669	316
2	3.0	1	890001	900000	0.0028840852254425	316
1	3.0	1	890001	900000	0.0067608048277581	316
1	2.0	1	900001	910000	-9.639016255481496e-05	171
2	3.0	1	900001	910000	0.0037072449267262	171
1	3.0	1	900001	910000	0.0055438855841657	171
1	2.0	1	910001	920000	0.0050979677760223	67
1	3.0	1	910001	920000	-0.0026941736254259	67
2	3.0	1	910001	920000	0.0014399971989466	67
1	2.0	1	920001	930000	0.0041982615163501	57
1	3.0	1	920001	930000	-0.0062784218053814	57
2	3.0	1	920001	930000	-0.0065048183779315	57
1	2.0	1	930001	940000	0.0075963599936779	30
1	3.0	1	930001	940000	0.0052768535836586	30
2	3.0	1	930001	940000	-0.0034635825428612	30
1	3.0	1	940001	950000	0.0266874318549566	29
2	3.0	1	940001	950000	0.0349398428765152	29
1	2.0	1	940001	950000	-0.0015514263778555	29
1	2.0	1	950001	960000	0.0015309789162963	89
1	3.0	1	950001	960000	0.0093854380029072	89
2	3.0	1	950001	960000	0.0102925740227279	89
1	2.0	1	960001	970000	0.0010661329178279	176
1	3.0	1	960001	970000	0.0046849858005854	176
2	3.0	1	960001	970000	0.0112314601028997	176
1	2.0	1	970001	980000	-0.0003463259022828	55
2	3.0	1	970001	980000	0.0131810868289347	55
1	3.0	1	970001	980000	0.0164201990175107	55
2	3.0	1	980001	990000	-0.002766391164911	45
1	3.0	1	980001	990000	0.0014659565901773	45
1	2.0	1	980001	990000	-0.0004388600463886	45
2	3.0	1	990001	1000000	-0.001817201725142	85
1	3.0	1	990001	1000000	-0.0016593420975034	85
1	2.0	1	990001	1000000	0.0017761647153076	85
1	3.0	1	1000001	1010000	-0.0080551784427277	80
1	2.0	1	1000001	1010000	-0.0007967087758822	80
2	3.0	1	1000001	1010000	-0.0079208327574628	80
1	2.0	1	1010001	1020000	0.0030904151082851	68
1	3.0	1	1010001	1020000	0.0088931047979966	68
2	3.0	1	1010001	1020000	0.0065757478136952	68
2	3.0	1	1020001	1030000	0.0253533560803065	42
1	2.0	1	1020001	1030000	0.0038948723090788	42
1	3.0	1	1020001	1030000	0.0131144668227662	42
1	3.0	1	1030001	1040000	-0.0067977003552952	27
2	3.0	1	1030001	1040000	-0.0010525986631093	27
1	2.0	1	1030001	1040000	0.0005470723236708	27
1	3.0	1	1040001	1050000	-0.0034571423533984	58
2	3.0	1	1040001	1050000	-0.0025896651024685	58
1	2.0	1	1040001	1050000	0.0003705077240042	58
1	2.0	1	1050001	1060000	-0.0005899074916481	73
1	3.0	1	1050001	1060000	0.0048406723319961	73
2	3.0	1	1050001	1060000	0.0085591511012325	73
1	2.0	1	1060001	1070000	-0.0022160516276013	44
1	3.0	1	1060001	1070000	-0.0139473405666531	44
2	3.0	1	1060001	1070000	-0.0150924065297793	44
1	3.0	1	1070001	1080000	-0.0014858174927924	55
1	2.0	1	1070001	1080000	0.0031173570565303	55
2	3.0	1	1070001	1080000	-7.416187433990466e-05	55
1	3.0	1	1080001	1090000	0.000357375790847	29
1	2.0	1	1080001	1090000	-0.0025339056804175	29
2	3.0	1	1080001	1090000	0.006080705579748	29
1	3.0	1	1090001	1100000	0.0152186953661106	212
2	3.0	1	1090001	1100000	0.0147164151528703	212
1	2.0	1	1090001	1100000	0.0005007102037164	212
2	3.0	1	1100001	1110000	-0.0055722572237097	78
1	3.0	1	1100001	1110000	0.0002144987036914	78
1	2.0	1	1100001	1110000	0.0007852156978559	78
2	3.0	1	1110001	1120000	-0.0048596931746662	122
1	3.0	1	1110001	1120000	-0.0011130210567481	122
1	2.0	1	1110001	1120000	0.0034567597730894	122
2	3.0	1	1120001	1130000	-0.0008022644627506	159
1	3.0	1	1120001	1130000	-0.0007838239691251	159
1	2.0	1	1120001	1130000	0.0010891253987935	159
1	3.0	1	1130001	1140000	0.0029680683630534	169
1	2.0	1	1130001	1140000	-0.0007792820671131	169
2	3.0	1	1130001	1140000	-0.0027075251455071	169
1	3.0	1	1140001	1150000	-0.0002678668493181	198
2	3.0	1	1140001	1150000	-0.0003411047780368	198
1	2.0	1	1140001	1150000	-0.000932835633312	198
2	3.0	1	1150001	1160000	-0.0020713461465793	125
1	3.0	1	1150001	1160000	-0.004665144224739	125
1	2.0	1	1150001	1160000	-0.0002261664403758	125
1	3.0	1	1160001	1170000	-0.0043184696795187	162
1	2.0	1	1160001	1170000	0.0029298211286823	162
2	3.0	1	1160001	1170000	-0.0029974785588732	162
2	3.0	1	1180001	1190000	-0.0095124214907233	139
1	3.0	1	1180001	1190000	-0.0090932583452024	139
1	2.0	1	1180001	1190000	0.0041310697654624	139
1	2.0	1	1190001	1200000	0.0010825461271722	151
2	3.0	1	1190001	1200000	-0.0024355673822364	151
1	3.0	1	1190001	1200000	-0.0008825232915864	151
2	3.0	1	1200001	1210000	-0.0071558272697938	32
1	3.0	1	1200001	1210000	0.0003208315989755	32
1	2.0	1	1200001	1210000	0.0023425486394689	32
2	3.0	1	1210001	1220000	0.0022025531938548	32
1	3.0	1	1210001	1220000	-0.0089653548076507	32
1	2.0	1	1210001	1220000	0.0032118917979978	32
2	3.0	1	1220001	1230000	-0.0037635025510709	93
1	3.0	1	1220001	1230000	0.0044808703230536	93
1	2.0	1	1220001	1230000	0.0056481489189007	93
1	2.0	1	1230001	1240000	0.0061090200320065	31
2	3.0	1	1230001	1240000	0.0078738643242384	31
1	3.0	1	1230001	1240000	0.0034273528811975	31
