pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
1	2.0	1	1	10000	0.0009102105966629	128	3296	3621140	814828
1	3.0	1	1	10000	0.0009561226618454	128	440	460192	84576
2	3.0	1	1	10000	0.0009565359400881	128	164	171452	32836
1	2.0	1	10001	20000	0.0039518809780164	3210	403376	102071900	9173860
1	3.0	1	10001	20000	0.0038799004830013	3210	49910	12863732	798028
2	3.0	1	10001	20000	0.003963287269393	3210	19088	4816204	306956
2	3.0	1	20001	30000	0.0044814922403566	1652	11046	2464804	171788
1	2.0	1	20001	30000	0.0040525872642615	1652	212280	52381352	4870360
1	3.0	1	20001	30000	0.0043772499776484	1652	28788	6576732	454180
1	2.0	1	30001	40000	0.0116750738231717	1880	672134	57570000	7583280
1	3.0	1	30001	40000	0.0118935342255119	1880	82424	6930152	1071128
2	3.0	1	30001	40000	0.0120220551532418	1880	31310	2604380	396100
2	3.0	1	40001	50000	0.0098860015373012	2292	32874	3325308	332724
1	3.0	1	40001	50000	0.0102718134051376	2292	90974	8856664	898088
1	2.0	1	40001	50000	0.0095141046422621	2292	676156	71068800	8362752
1	3.0	1	50001	60000	0.0013750885226813	241	1266	920668	105028
1	2.0	1	50001	60000	0.0011621856611941	241	8282	7126228	1225868
2	3.0	1	50001	60000	0.0012621459939831	241	438	347028	37608
1	3.0	1	60001	70000	0.004858777899088	1206	22554	4641908	490828
2	3.0	1	60001	70000	0.0050107540471024	1206	8564	1709124	215652
1	2.0	1	60001	70000	0.0051901661818237	1206	188448	36308664	5486472
1	2.0	1	70001	80000	0.0057338375181984	1505	273704	47734872	4422408
1	3.0	1	70001	80000	0.0057983065517429	1505	34782	5998648	406632
2	3.0	1	70001	80000	0.0056857180629983	1505	12558	2208692	193288
1	2.0	1	80001	90000	0.0045587652530157	1409	205736	45129764	3700540
1	3.0	1	80001	90000	0.0041454755808217	1409	22588	5448832	547872
2	3.0	1	80001	90000	0.0039656848478368	1409	8012	2020332	228432
1	3.0	1	90001	100000	0.005559846664378	1816	38870	6991200	737696
1	2.0	1	90001	100000	0.0052421428001902	1816	305060	58193760	4741536
2	3.0	1	90001	100000	0.0053448288970493	1816	14060	2630580	267756
1	2.0	1	100001	110000	0.0038134671497258	1178	142352	37328760	3496008
1	3.0	1	100001	110000	0.0039149045008909	1178	18490	4722976	290592
2	3.0	1	100001	110000	0.0036727628000792	1178	6526	1776864	103224
2	3.0	1	110001	120000	0.0043357126225441	337	2160	498188	39664
1	2.0	1	110001	120000	0.0052250478354706	337	56002	10717988	961084
1	3.0	1	110001	120000	0.0044811398674279	337	5968	1331804	102468
1	2.0	1	120001	130000	0.0041444182994705	120	14654	3535840	622880
1	3.0	1	120001	130000	0.0071004138223747	120	3212	452368	58352
2	3.0	1	120001	130000	0.0062625784302119	120	1058	168940	22580
1	2.0	1	130001	140000	0.0063393361739711	1211	241168	38043100	3925316
1	3.0	1	130001	140000	0.0059372567388601	1211	28190	4747984	406032
2	3.0	1	130001	140000	0.0057949283552703	1211	10172	1755328	177428
2	3.0	1	140001	150000	0.0053930447277436	1147	9278	1720364	110248
1	2.0	1	140001	150000	0.0052848947119317	1147	193174	36552100	3198332
1	3.0	1	140001	150000	0.0053087438799624	1147	24414	4598828	282804
2	3.0	1	150001	160000	0.0062465919091247	520	4628	740884	89036
1	3.0	1	150001	160000	0.006439195413252	520	12974	2014848	198272
1	2.0	1	150001	160000	0.0066336662017001	520	108410	16342396	1678724
1	2.0	1	160001	170000	0.0092853560990505	187	51328	5527844	952828
1	3.0	1	160001	170000	0.0091676586499011	187	6346	692216	103656
2	3.0	1	160001	170000	0.0083865115612915	187	2108	251356	47096
1	2.0	1	170001	180000	0.0042707652893035	875	118050	27641416	2682584
1	3.0	1	170001	180000	0.0038622500965417	875	13282	3438928	285072
2	3.0	1	170001	180000	0.0039934565050038	875	5146	1288608	107892
1	2.0	1	180001	190000	0.0121938854913833	615	233800	19173544	2139896
2	3.0	1	180001	190000	0.0108074039673588	615	9774	904380	77160
1	3.0	1	180001	190000	0.0112463260193447	615	27366	2433328	184112
1	3.0	1	190001	200000	0.006976320608596	711	19764	2833012	193004
1	2.0	1	190001	200000	0.0064665623049527	711	148612	22981608	1658808
2	3.0	1	190001	200000	0.0067814194408263	711	7164	1056416	78340
1	3.0	1	200001	210000	0.0071269321878348	823	23732	3329904	172784
2	3.0	1	200001	210000	0.0072285769956845	823	9052	1252252	61256
1	2.0	1	200001	210000	0.0061540226543931	823	162426	26393468	2128420
1	2.0	1	210001	220000	0.0047020338264356	1102	165092	35110764	3080148
1	3.0	1	210001	220000	0.0044759230159566	1102	19540	4365580	324532
2	3.0	1	210001	220000	0.0043996496028504	1102	7152	1625584	133208
2	3.0	1	220001	230000	0.0053339815364811	1560	12464	2336716	153044
1	2.0	1	220001	230000	0.0050405550702454	1560	250378	49672704	4390656
1	3.0	1	220001	230000	0.0054610676363339	1560	34290	6278992	360368
1	2.0	1	230001	240000	0.0041575301137061	846	108672	26138596	3180380
2	3.0	1	230001	240000	0.0043470003926945	846	5402	1242696	107520
1	3.0	1	230001	240000	0.0043323961006631	846	14410	3326104	274472
1	2.0	1	240001	250000	0.0045202780808361	844	119142	26357228	2892436
