pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
1	2.0	1	1	10000	0.0009101021336838	128	3312	3639152	751760
1	3.0	1	1	10000	0.0007159147856857	128	840	1173324	268468
2	3.0	1	1	10000	0.0006021617303525	128	398	660952	93736
2	3.0	1	10001	20000	0.0041870616404975	3210	75088	17933340	992820
1	2.0	1	10001	20000	0.0039216027862864	3210	397090	101257068	8858772
1	3.0	1	10001	20000	0.0039748198256996	3210	133010	33463152	2694288
1	2.0	1	20001	30000	0.0040683351094968	1652	212102	52134840	4535368
1	3.0	1	20001	30000	0.0038210317462168	1652	65524	17148248	1459880
2	3.0	1	20001	30000	0.0039373364695817	1652	36230	9201652	538540
1	2.0	1	30001	40000	0.0117414008386079	1880	665532	56682504	7809016
1	3.0	1	30001	40000	0.0115513680137651	1880	220254	19067352	2108968
2	3.0	1	30001	40000	0.0120207916940854	1880	121514	10108652	975828
1	3.0	1	40001	50000	0.010063826282679	2292	236330	23483116	2333972
2	3.0	1	40001	50000	0.0103940899845787	2292	130866	12590424	923208
1	2.0	1	40001	50000	0.0097127200840952	2292	684110	70434440	8190328
1	2.0	1	50001	60000	0.0011897839476551	241	8430	7085320	1181944
1	3.0	1	50001	60000	0.0012555980170446	241	2936	2338328	376296
2	3.0	1	50001	60000	0.0012135844712353	241	1518	1250840	170096
1	2.0	1	60001	70000	0.0049911062090071	1206	181096	36283740	5086884
1	3.0	1	60001	70000	0.0054376483543171	1206	65380	12023580	1560804
2	3.0	1	60001	70000	0.0054671161410634	1206	34758	6357648	752928
1	2.0	1	70001	80000	0.0057423739228775	1505	273766	47674708	3952812
1	3.0	1	70001	80000	0.0059544880123745	1505	93728	15740732	1211588
2	3.0	1	70001	80000	0.0059559470944031	1505	49786	8359040	514440
1	2.0	1	80001	90000	0.0046326754849832	1409	208064	44912276	3422060
1	3.0	1	80001	90000	0.0046620096878598	1409	69192	14841668	1029308
2	3.0	1	80001	90000	0.0048742717827325	1409	38514	7901488	405976
1	3.0	1	90001	100000	0.0056354639725754	1816	107394	19056816	1398608
1	2.0	1	90001	100000	0.0052339098727916	1816	300224	57361324	4934740
2	3.0	1	90001	100000	0.0054442325434419	1816	54856	10075984	631152
1	2.0	1	100001	110000	0.0038334735704899	1178	141708	36965952	3444160
1	3.0	1	100001	110000	0.0040770802144944	1178	49904	12240132	1028860
2	3.0	1	100001	110000	0.0039963909922615	1178	25956	6494860	450628
1	3.0	1	110001	120000	0.0048844854194036	337	17028	3486140	309828
1	2.0	1	110001	120000	0.0052208873136842	337	55476	10625780	934668
2	3.0	1	110001	120000	0.0048754818283438	337	8950	1835716	151236
1	2.0	1	120001	130000	0.004804477179304	120	16840	3505064	611416
1	3.0	1	120001	130000	0.0041636798488614	120	4972	1194136	157544
2	3.0	1	120001	130000	0.0047993808861067	120	3076	640916	66604
1	3.0	1	130001	140000	0.0063032910281466	1211	79520	12615632	1025072
2	3.0	1	130001	140000	0.0063918417271984	1211	42516	6651604	488452
1	2.0	1	130001	140000	0.0064119624408439	1211	242562	37829604	3712540
2	3.0	1	140001	150000	0.00550649209113	1147	34762	6312912	449800
1	3.0	1	140001	150000	0.0053893355593632	1147	64768	12017808	902000
1	2.0	1	140001	150000	0.00521214593898	1147	188458	36157468	3189220
2	3.0	1	150001	160000	0.0074684962551552	520	21144	2831092	234828
1	2.0	1	150001	160000	0.0066278623311089	520	107578	16231176	1606904
1	3.0	1	150001	160000	0.0073002203673573	520	39700	5438192	419088
1	3.0	1	160001	170000	0.0093256861063464	187	17398	1865600	240768
2	3.0	1	160001	170000	0.0085944277442653	187	8520	991340	111212
1	2.0	1	160001	170000	0.0095430078235665	187	52548	5506440	908408
1	2.0	1	170001	180000	0.0043383429359164	875	118682	27356528	2659472
1	3.0	1	170001	180000	0.0039453463651735	875	35624	9029372	826628
2	3.0	1	170001	180000	0.0043953288708905	875	20826	4738212	420788
1	2.0	1	180001	190000	0.012160107628027	615	231244	19016608	2080352
1	3.0	1	180001	190000	0.0128104393426782	615	81454	6358408	568952
2	3.0	1	180001	190000	0.0128115870478527	615	42766	3338072	287968
1	3.0	1	190001	200000	0.0066284988569434	711	49604	7483444	525260
1	2.0	1	190001	200000	0.0064768261067237	711	147530	22778132	1612012
2	3.0	1	190001	200000	0.0063720398783793	711	25006	3924332	267724
1	2.0	1	200001	210000	0.0060979293975913	823	158652	26017356	2214836
1	3.0	1	200001	210000	0.0065943707173414	823	57484	8717132	553140
2	3.0	1	200001	210000	0.0066010888285349	823	30080	4556824	295584
1	2.0	1	210001	220000	0.004763730980337	1102	165902	34826064	2976944
1	3.0	1	210001	220000	0.0047086247568382	1102	54636	11603388	809540
2	3.0	1	210001	220000	0.0048233335115406	1102	29592	6135176	362216
2	3.0	1	220001	230000	0.0051352281380635	1560	44292	8625128	572632
1	2.0	1	220001	230000	0.0051892715097548	1560	256620	49452028	4062212
1	3.0	1	220001	230000	0.0049824951623462	1560	81252	16307492	1264348
2	3.0	1	230001	240000	0.0043447337772601	846	19548	4499240	488776
1	2.0	1	230001	240000	0.0041298287216297	846	107392	26003984	3017200
1	3.0	1	230001	240000	0.0042984531937621	846	36714	8541212	988132
1	2.0	1	240001	250000	0.0047609090321628	844	124952	26245408	2707168
1	3.0	1	240001	250000	0.0044055387083123	844	38144	8658192	848624
2	3.0	1	240001	250000	0.0047533559633842	844	21828	4592124	384100
1	2.0	1	250001	260000	0.0058651048367819	516	93924	16014036	1686828
1	3.0	1	250001	260000	0.0055424603180748	516	28630	5165576	646648
2	3.0	1	250001	260000	0.0056288974729796	516	15522	2757556	284780
2	3.0	1	260001	270000	0.0076014326753678	1378	57472	7560680	564008
1	3.0	1	260001	270000	0.0073951396988413	1378	105988	14332116	1189676
1	2.0	1	260001	270000	0.0073282172577869	1378	317708	43354064	3916848
1	2.0	1	270001	280000	0.0084679172958607	1541	415594	49078656	3783808
1	3.0	1	270001	280000	0.0089737345066226	1541	145176	16177880	1179944
2	3.0	1	270001	280000	0.0087952008683573	1541	75324	8564216	521520
1	2.0	1	280001	290000	0.0071875934066929	1203	269804	37537460	3730252
1	3.0	1	280001	290000	0.0067941718598574	1203	84380	12419468	1131124
2	3.0	1	280001	290000	0.0070445188442862	1203	46164	6553180	539708
2	3.0	1	290001	300000	0.0076070245816274	1328	55220	7259080	570808
1	3.0	1	290001	300000	0.0076304080580103	1328	105990	13890476	1068116
1	2.0	1	290001	300000	0.0073195623341167	1328	308344	42126016	3429696
1	2.0	1	300001	310000	0.0047124871624507	2138	320246	67956896	5385056
1	3.0	1	300001	310000	0.0048397203629968	2138	108592	22437660	1644772
2	3.0	1	300001	310000	0.0047854069248949	2138	56450	11796280	809368
1	2.0	1	310001	320000	0.0079814348112918	1361	345190	43249116	3438628
1	3.0	1	310001	320000	0.0079111198775175	1361	112624	14236164	1094140
2	3.0	1	310001	320000	0.0080425274557811	1361	60586	7533204	491252
2	3.0	1	320001	330000	NA	0	NA	NA	NA
1	3.0	1	320001	330000	NA	0	NA	NA	NA
1	2.0	1	320001	330000	NA	0	NA	NA	NA
1	2.0	1	330001	340000	0.0070916700727569	1437	320706	45222916	4071932
1	3.0	1	330001	340000	0.0072334166781314	1437	107468	14857156	1329212
2	3.0	1	330001	340000	0.00733524566124	1437	57424	7828504	644048
1	2.0	1	340001	350000	0.0053428634348754	570	93552	17509712	2043568
1	3.0	1	340001	350000	0.0058421856439843	570	34428	5893000	527480
2	3.0	1	340001	350000	0.0058772680283748	570	18466	3141936	218784
