pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
1	2.0	3	1	10000	-0.0011491155973637	242
1	3.0	3	1	10000	0.0080916239033127	242
2	3.0	3	1	10000	0.0088594975228635	242
1	3.0	3	10001	20000	-0.0076608759769658	122
1	2.0	3	10001	20000	-2.476706922406831e-05	122
2	3.0	3	10001	20000	-0.0137528137391384	122
1	2.0	3	20001	30000	0.0010137786402037	30
1	3.0	3	20001	30000	-0.0154176720448703	30
2	3.0	3	20001	30000	-0.0247498449668506	30
1	2.0	3	30001	40000	-0.0011815214539399	169
1	3.0	3	30001	40000	0.005440332435507	169
2	3.0	3	30001	40000	0.0042879831169591	169
1	2.0	3	40001	50000	-0.0004285553310775	136
1	3.0	3	40001	50000	0.019716851555916	136
2	3.0	3	40001	50000	0.0058691109360796	136
1	3.0	3	50001	60000	0.0013265307040789	25
2	3.0	3	50001	60000	-0.0032810557363127	25
1	2.0	3	50001	60000	0.0015390359356294	25
1	3.0	3	60001	70000	0.0201156257514116	145
2	3.0	3	60001	70000	0.0203229598722159	145
1	2.0	3	60001	70000	-0.0009332449184391	145
1	2.0	3	70001	80000	-0.0006635894770712	297
1	3.0	3	70001	80000	0.0038379094537514	297
2	3.0	3	70001	80000	0.0086377381466627	297
1	2.0	3	80001	90000	0.0012565558066272	191
2	3.0	3	80001	90000	-0.0027547044998767	191
1	3.0	3	80001	90000	-0.0007988332808545	191
1	2.0	3	90001	100000	-0.0005726492248819	294
1	3.0	3	90001	100000	0.0023581751892583	294
2	3.0	3	90001	100000	-0.00063692799784	294
2	3.0	3	100001	110000	-0.0142749361092202	114
1	2.0	3	100001	110000	-0.0018484367675889	114
1	3.0	3	100001	110000	-0.0116189222135787	114
2	3.0	3	110001	120000	-0.0063993852105646	129
1	2.0	3	110001	120000	0.0004955003009367	129
1	3.0	3	110001	120000	-0.0040606998392882	129
1	2.0	3	120001	130000	0.0011512714804277	111
1	3.0	3	120001	130000	-0.0057355900057834	111
2	3.0	3	120001	130000	-0.0056437278152539	111
1	3.0	3	130001	140000	0.0018000381927833	171
2	3.0	3	130001	140000	0.0002506959501757	171
1	2.0	3	130001	140000	0.000870118857487	171
2	3.0	3	140001	150000	-0.0053309084284083	115
1	3.0	3	140001	150000	0.0035697273118863	115
1	2.0	3	140001	150000	-0.0019836653636859	115
2	3.0	3	150001	160000	-0.0170400935663608	73
