pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
1	3	1	10000	0.0071702716617172	4498	1369542	191002805	55510
2	3	1	10000	0.0069058477994306	4498	180673	26162320	26068
3	3	1	10000	0.0075632219994801	4498	2939	388591	1686
1	3	10001	20000	0.0064826305069742	2168	593716	91585661	28318
2	3	10001	20000	0.0067518391040122	2168	87880	13015713	8710
3	3	10001	20000	0.0065215632332713	2168	1209	185385	974
2	3	20001	30000	0.0033428254161035	762	15094	4515342	3624
1	3	20001	30000	0.0034915396982451	762	111612	31966413	10758
3	3	20001	30000	0.0022827859305846	762	147	64395	406
1	3	30001	40000	0.005979988780086	3161	818881	136936879	29370
2	3	30001	40000	0.0057508911177216	3161	109530	19045744	12106
3	3	30001	40000	0.0066214257477928	3161	1809	273204	1182
1	3	40001	50000	0.0080086493836242	2164	757500	94585237	17310
2	3	40001	50000	0.0075817859845325	2164	99385	13108389	7662
3	3	40001	50000	0.0073119037378286	2164	1411	192973	326
1	3	50001	60000	0.0036293376849974	767	117113	32268422	10468
3	3	50001	60000	0.0033896187069463	767	217	64019	476
2	3	50001	60000	0.0034974117998126	767	15752	4503902	4010
1	3	60001	70000	0.0060442594070078	2543	642500	106299210	37084
2	3	60001	70000	0.0062739380420828	2543	91717	14618729	16364
3	3	60001	70000	0.0059069082178325	2543	1299	219912	938
1	3	70001	80000	0.0113062384383353	3771	1876415	165962801	26198
2	3	70001	80000	0.0111599861688294	3771	261007	23387753	8220
3	3	70001	80000	0.013205263954016	3771	4365	330550	1014
1	3	80001	90000	0.0087363678086394	2681	1026206	117463690	20452
3	3	80001	90000	0.0097036066128282	2681	2295	236510	602
2	3	80001	90000	0.0082630171500107	2681	134438	16269844	9162
3	3	90001	100000	0.0160753263725721	3244	4625	287708	608
2	3	90001	100000	0.0144550855674946	3244	292428	20230112	6072
1	3	90001	100000	0.0145045513213335	3244	2097726	144625363	16234
1	3	100001	110000	0.0083846907170891	1530	535656	63885004	22616
2	3	100001	110000	0.0074852623820801	1530	65466	8745986	10312
3	3	100001	110000	0.0081745912704364	1530	1090	133340	476
1	3	110001	120000	0.007756596375262	2128	714823	92156787	19978
2	3	110001	120000	0.0077295455456608	2128	99871	12920682	7228
3	3	110001	120000	0.008738366944579	2128	1569	179553	1134
1	3	120001	130000	0.0087564910321983	1883	705809	80604091	20986
2	3	120001	130000	0.008719900414829	1883	98483	11294051	7736
3	3	120001	130000	0.0088229312469344	1883	1475	167178	342
2	3	130001	140000	0.0113005707673451	2263	151723	13426136	10614
3	3	130001	140000	0.0107162769761172	2263	2095	195497	856
1	3	130001	140000	0.0111995119002797	2263	1080991	96521260	26312
3	3	140001	150000	0.0087477441347503	1883	1396	159584	962
2	3	140001	150000	0.0080596636427558	1883	90896	11277890	7810
1	3	140001	150000	0.0083172897423441	1883	664988	79952487	23122
3	3	150001	160000	0.0082724414330631	1319	934	112905	584
2	3	150001	160000	0.006387912479899	1319	48638	7614068	8174
1	3	150001	160000	0.0064699198323483	1319	354572	54803152	20360
2	3	160001	170000	0.0064108678288535	2490	96854	15107783	8534
1	3	160001	170000	0.0065315912139905	2490	707903	108381400	21432
3	3	160001	170000	0.0070361307555101	2490	1570	223134	280
2	3	170001	180000	0.0063086948070457	2950	110641	17537859	13422
3	3	170001	180000	0.0086612476740769	2950	2211	255275	1086
1	3	170001	180000	0.0068766901336747	2950	867938	126214499	32986
1	3	180001	190000	0.0055326212145647	1965	464701	83992918	22164
2	3	180001	190000	0.0048486442780606	1965	57286	11814849	7720
3	3	180001	190000	0.0048819066194134	1965	821	168172	870
1	3	190001	200000	0.0059374800300147	1901	479243	80714882	23356
2	3	190001	200000	0.0052305628571787	1901	59175	11313314	8558
3	3	190001	200000	0.006427658408911	1901	1056	164290	706
3	3	200001	210000	0.0061931359409987	2787	1488	240266	1078
1	3	200001	210000	0.0056083731157783	2787	657113	117166420	38352
2	3	200001	210000	0.005068433652904	2787	84055	16584019	12632
1	3	210001	220000	0.0077817347881418	4097	1387266	178272074	35436
2	3	210001	220000	0.0074309568635994	4097	183300	24667079	15780
3	3	210001	220000	0.0086234359114996	4097	3113	360993	956
1	3	220001	230000	0.0117171279956493	2312	1185023	101135961	18150
2	3	220001	230000	0.0120332633409754	2312	169699	14102492	7232
3	3	220001	230000	0.01282935577321	2312	2604	202972	600
1	3	230001	240000	0.0061912326130336	2126	557800	90095145	26750
2	3	230001	240000	0.0058877198411592	2126	74657	12680121	9314
3	3	230001	240000	0.006900238371871	2126	1265	183327	838
2	3	240001	250000	0.0134030355984456	2892	234691	17510287	10266
1	3	240001	250000	0.014055912436231	2892	1750951	124570426	29468
3	3	240001	250000	0.0149621747375578	2892	3653	244149	1534
2	3	250001	260000	0.0125980698585491	1442	109432	8686410	5544
1	3	250001	260000	0.0122181216552935	1442	769622	62990206	11620
3	3	250001	260000	0.0151677161300542	1442	1915	126255	398
1	3	260001	270000	0.0051800406445976	1277	283802	54787601	13766
2	3	260001	270000	0.0046541164748004	1277	35816	7695553	4880
3	3	260001	270000	0.0049949783580564	1277	562	112513	300
1	3	270001	280000	0.0120391101908395	1005	526262	43712699	8786
2	3	270001	280000	0.0126743901591813	1005	76990	6074454	3702
3	3	270001	280000	0.0149356345273938	1005	1260	84362	610
2	3	280001	290000	0.0079151746229103	2052	94726	11967645	11734
3	3	280001	290000	0.0080615203783481	2052	1454	180363	522
1	3	280001	290000	0.0073938026094672	2052	635208	85910868	29608
1	3	290001	300000	0.0058679627681009	1253	303956	51799238	20332
2	3	290001	300000	0.0059219156268521	1253	42793	7226209	7808
3	3	290001	300000	0.0068489279119719	1253	727	106148	638
1	3	300001	310000	0.0086182228363317	1597	588049	68233209	18078
2	3	300001	310000	0.0076348298863394	1597	73479	9624183	6100
3	3	300001	310000	0.0094374869235137	1597	1263	133828	958
1	3	310001	320000	0.0076493432254339	3273	1073948	140397413	35214
2	3	310001	320000	0.0073727929222161	3273	145362	19716002	12582
3	3	310001	320000	0.0079473721540534	3273	2241	281980	1318
1	3	320001	330000	0.0061812277947255	859	226452	36635440	10024
2	3	320001	330000	0.0060981937683773	859	30850	5058875	4416
3	3	320001	330000	0.0039024390243902	859	292	74825	272
2	3	330001	340000	0.0165761477466177	3515	356038	21478935	10648
1	3	330001	340000	0.0170666847941318	3515	2636150	154461750	25244
3	3	330001	340000	0.0183544610415825	3515	5683	309625	840
3	3	340001	350000	0.0115785290400939	2527	2593	223949	488
2	3	340001	350000	0.0110320298096158	2527	169948	15404962	7986
1	3	340001	350000	0.0114149124065612	2527	1254226	109876095	22194
3	3	350001	360000	0.0168967516156042	1065	1574	93154	306
2	3	350001	360000	0.015693373516938	1065	99635	6348858	4694
1	3	350001	360000	0.0145057757074829	1065	659289	45450103	12314
3	3	360001	370000	0.0131005415530926	943	1091	83279	204
2	3	360001	370000	0.0123047260116112	943	70953	5766321	2836
1	3	360001	370000	0.0119724298242804	943	494159	41274746	7356
1	3	370001	380000	0.0062263098887249	1277	342498	55008184	12912
2	3	370001	380000	0.0057709355597995	1277	43232	7491333	6760
3	3	370001	380000	0.0054048802889668	1277	612	113231	240
1	3	380001	390000	0.004649735487971	480	90337	19428417	9206
2	3	380001	390000	0.0047874744006723	480	12862	2686594	3764
3	3	380001	390000	0.0046481225942334	480	192	41307	194
3	3	390001	400000	0.0070710921455538	1838	1150	162634	376
1	3	390001	400000	0.005940512143517	1838	472742	79579334	17340
2	3	390001	400000	0.0058949395145806	1838	66010	11197740	5892
2	3	400001	410000	0.0213934259670373	1962	253202	11835505	7402
3	3	400001	410000	0.0245443060819346	1962	4216	171771	566
1	3	400001	410000	0.0215410576796386	1962	1826180	84776710	19108
1	3	410001	420000	0.0105491201860417	2553	1158446	109814466	26580
2	3	410001	420000	0.0107771488207913	2553	165596	15365474	9950
3	3	410001	420000	0.0112127788093693	2553	2506	223495	712
1	3	420001	430000	0.0047175558322562	733	146518	31058032	9248
2	3	420001	430000	0.0053338224793635	733	23030	4317729	3744
3	3	420001	430000	0.0046137339055793	733	301	65240	118
1	3	430001	440000	0.0087780858335435	1278	479728	54650639	14362
2	3	430001	440000	0.0091531704377965	1278	71218	7780692	4124
3	3	430001	440000	0.0082318416636195	1278	878	106659	790
3	3	440001	450000	0.0128358081113986	1905	2098	163449	796
1	3	440001	450000	0.0110296927464223	1905	905587	82104463	19250
2	3	440001	450000	0.0115663310832928	1905	132044	11416239	7876
1	3	450001	460000	0.0076596139956941	2183	719373	93917657	22614
2	3	450001	460000	0.0076124341485496	2183	99773	13106583	8800
3	3	450001	460000	0.0069898557478121	2183	1365	195283	276
1	3	460001	470000	0.0114295077270124	2911	1448183	126705632	25120
2	3	460001	470000	0.0115692846094872	2911	202002	17460198	11874
3	3	460001	470000	0.0130766393860688	2911	3333	254882	814
2	3	470001	480000	0.0047925199249174	3053	86122	17970087	15740
1	3	470001	480000	0.0045669848563815	3053	593954	130053858	36140
3	3	470001	480000	0.0060585066002343	3053	1644	271354	522
2	3	480001	490000	0.0058943805043495	1775	62245	10560058	8010
1	3	480001	490000	0.0054089760614538	1775	407787	75390794	21700
3	3	480001	490000	0.006389167963543	1775	973	152289	744
2	3	490001	500000	0.006428859429315	2597	100068	15565436	10738
1	3	490001	500000	0.0056650436684262	2597	637570	112544587	24074
3	3	490001	500000	0.0070618663630064	2597	1600	226569	788
1	3	500001	510000	0.0053249735605251	2085	472631	88757436	24832
2	3	500001	510000	0.005279319891706	2085	65165	12343446	10070
3	3	500001	510000	0.0073923333352071	2085	1315	177887	984
2	3	510001	520000	0.0049834595120867	2058	60092	12058290	11104
1	3	510001	520000	0.0052453440902604	2058	453755	86506241	28446
3	3	510001	520000	0.0064851133356088	2058	1159	178717	690
3	3	520001	530000	0.0124373925394333	1288	1331	107016	848
1	3	520001	530000	0.0118220743661853	1288	654877	55394424	13384
2	3	520001	530000	0.0112791220603576	1288	86126	7635878	6140
1	3	530001	540000	0.0105747458886676	571	257247	24326542	6764
2	3	530001	540000	0.0106916953846834	571	37202	3479523	1832
3	3	530001	540000	0.0124329692154915	571	626	50350	134
2	3	540001	550000	0.0133821551943987	2265	184708	13802560	7210
1	3	540001	550000	0.0124271193541843	2265	1218601	98059813	21342
3	3	540001	550000	0.0147675751083653	2265	2964	200710	442
1	3	550001	560000	0.0054235204387539	905	206863	38141831	12146
3	3	550001	560000	0.0050414660583297	905	400	79342	242
2	3	550001	560000	0.0054940644583132	905	29158	5307182	4790
1	3	560001	570000	0.0083735628673238	1582	565451	67528125	18102
2	3	560001	570000	0.0084232237697231	1582	78679	9340723	7894
3	3	560001	570000	0.008910569105691	1582	1233	138375	454
3	3	570001	580000	0.0121176016626161	1678	1790	147719	406
1	3	570001	580000	0.0108993961201413	1678	783494	71884166	18444
2	3	570001	580000	0.0110688100884497	1678	110950	10023661	7218
3	3	580001	590000	0.0056718496170805	1229	611	107725	332
2	3	580001	590000	0.0055677238170853	1229	41150	7390812	4810
1	3	580001	590000	0.0056950181368032	1229	296190	52008614	15676
3	3	590001	600000	0.0087540551873294	1600	1190	135937	790
2	3	590001	600000	0.0096976625321551	1600	92211	9508580	7344
1	3	590001	600000	0.011000081190806	1600	738796	67162777	22470
3	3	600001	610000	0.0115704657433863	3526	3600	311137	802
2	3	600001	610000	0.0139641818667549	3526	299667	21459689	11514
1	3	600001	610000	0.0139536083610806	3526	2133259	152882247	32530
3	3	610001	620000	0.0154195218690883	2014	2698	174973	674
2	3	610001	620000	0.0139149377863115	2014	164811	11844178	10488
1	3	610001	620000	0.0128738826897054	2014	1101853	85588243	24650
2	3	620001	630000	0.0051481896528611	1215	37060	7198647	5792
1	3	620001	630000	0.0054607254863629	1215	283304	51880286	13940
3	3	620001	630000	0.0043706456975289	1215	468	107078	286
2	3	630001	640000	0.0098146487852736	1631	95655	9746146	6994
3	3	630001	640000	0.0124079477560094	1631	1786	143940	378
1	3	630001	640000	0.0105095159107852	1631	734282	69868299	17906
1	3	640001	650000	0.0060158216995987	1059	270454	44957117	13062
2	3	640001	650000	0.0057042291115314	1059	35689	6256586	5186
3	3	640001	650000	0.004930192949824	1059	440	89246	574
1	3	650001	660000	0.0077697639161723	2014	674309	86786292	20392
2	3	650001	660000	0.0072437847200784	2014	88110	12163531	7438
3	3	650001	660000	0.0071646543717659	2014	1242	173351	830
1	3	660001	670000	0.0096760489870898	1756	728823	75322376	19016
3	3	660001	670000	0.0092256080514397	1756	1419	153811	482
2	3	660001	670000	0.0091247391034893	1756	96556	10581782	6692
1	3	670001	680000	0.0122074174040008	2130	1106387	90632356	25536
2	3	670001	680000	0.0121551759157439	2130	153800	12653046	9808
3	3	670001	680000	0.0134670301142263	2130	2490	184896	724
1	3	680001	690000	0.0055073603380612	1200	283362	51451509	12998
2	3	680001	690000	0.0048809551504608	1200	35038	7178513	5070
3	3	680001	690000	0.0060633794760324	1200	636	104892	352
3	3	690001	700000	0.006386409813065	1991	1097	171771	788
1	3	690001	700000	0.0068171247409432	1991	595700	87382881	14678
2	3	690001	700000	0.0059522824296481	1991	71923	12083264	6806
1	3	700001	710000	0.0068154286376386	1458	423098	62079441	17310
2	3	700001	710000	0.005687817844008	1458	49615	8723029	6154
3	3	700001	710000	0.0046151615709268	1458	573	124156	700
1	3	710001	720000	0.0053259187300104	713	160729	30178643	9122
2	3	710001	720000	0.0057483855462418	713	24349	4235798	3294
3	3	710001	720000	0.0052282289154505	713	297	56807	672
3	3	720001	730000	0.0041209345085926	1447	511	124001	624
1	3	720001	730000	0.0050143171150973	1447	307476	61319616	18280
2	3	720001	730000	0.0049933155844007	1447	42826	8576666	6874
1	3	730001	740000	0.0027522893940294	1563	180448	65562873	22022
2	3	730001	740000	0.0028814919300691	1563	25964	9010610	9714
3	3	730001	740000	0.0037536331371317	1563	514	136934	430
3	3	740001	750000	0.0088721554468145	1912	1494	168392	464
1	3	740001	750000	0.0089177991068466	1912	727889	81622045	22094
2	3	740001	750000	0.0086347004847323	1912	98351	11390204	8544
3	3	750001	760000	0.0071350791559742	1501	937	131323	424
