pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
1	1	1	10000	0.0010176740191546	128	3280	3223036	4008
2	1	1	10000	0.0008050216048533	128	819	1017364	952
3	1	1	10000	0.0003750036058039	128	39	103999	410
3	1	10001	20000	0.0042991439333094	3210	12456	2897321	3350
1	1	10001	20000	0.0036950205198649	3210	347806	94128300	43440
2	1	10001	20000	0.0041551576641158	3210	111927	26936884	12884
1	1	20001	30000	0.0039247250760097	1652	190006	48412563	22522
2	1	20001	30000	0.0042013109564884	1652	58346	13887570	6452
3	1	20001	30000	0.0037079300353825	1652	5485	1479262	2012
1	1	30001	40000	0.011269902577515	1880	600000	53239147	33706
2	1	30001	40000	0.012243666078789	1880	182756	14926575	14514
3	1	30001	40000	0.0118140159182493	1880	19663	1664379	2754
2	1	40001	50000	0.0100826168997881	2292	188903	18735513	13358
3	1	40001	50000	0.0107182267754723	2292	22029	2055284	2712
1	1	40001	50000	0.0093180874846587	2292	610112	65476097	38862
1	1	50001	60000	0.0012282507062706	241	8101	6595559	5282
2	1	50001	60000	0.0011537021249472	241	2172	1882635	2096
3	1	50001	60000	0.0012832454714812	241	259	201832	636
1	1	60001	70000	0.0049369139911185	1206	168705	34172157	21366
2	1	60001	70000	0.0050238240278828	1206	47849	9524418	9640
3	1	60001	70000	0.0059533156149013	1206	6142	1031694	2676
1	1	70001	80000	0.0057027693337945	1505	254999	44714942	17940
2	1	70001	80000	0.0057911993723555	1505	72789	12568899	6560
3	1	70001	80000	0.0061612796845993	1505	8314	1349395	1790
1	1	80001	90000	0.004429108587912	1409	186137	42025838	16076
2	1	80001	90000	0.0048556026372251	1409	57623	11867322	5330
3	1	80001	90000	0.0049065806781156	1409	6263	1276449	1354
2	1	90001	100000	0.0051001426159107	1816	76794	15057226	8724
1	1	90001	100000	0.0053406850377353	1816	288581	54034454	21300
3	1	90001	100000	0.0057714987564849	1816	9445	1636490	1964
1	1	100001	110000	0.003881819179239	1178	134729	34707696	15384
2	1	100001	110000	0.0037729068795915	1178	36726	9734139	5974
3	1	100001	110000	0.0042352372883451	1178	4454	1051653	1502
2	1	110001	120000	0.0051791940651182	337	14383	2777073	1764
1	1	110001	120000	0.0052674785941228	337	52955	10053197	3854
3	1	110001	120000	0.0045897253972726	337	1352	294571	590
1	1	120001	130000	0.0041689929419653	120	13553	3250905	2758
2	1	120001	130000	0.005513226607311	120	5152	934480	1064
3	1	120001	130000	0.0041175369642522	120	440	106860	160
2	1	130001	140000	0.0065052826005455	1211	64410	9901184	6930
3	1	130001	140000	0.0063021083567948	1211	6834	1084399	1470
1	1	130001	140000	0.0062802133758906	1211	224465	35741620	15408
3	1	140001	150000	0.0056882266868004	1147	5835	1025803	1422
2	1	140001	150000	0.005292791538661	1147	49902	9428295	6164
1	1	140001	150000	0.0051031472850141	1147	174954	34283549	12806
3	1	150001	160000	0.0081269249682946	520	3768	463644	680
1	1	150001	160000	0.0064103624761342	520	99567	15532195	5866
2	1	150001	160000	0.0068301375827092	520	28646	4194059	3450
2	1	160001	170000	0.0089695298983182	187	13028	1452473	1680
3	1	160001	170000	0.0083219105059551	187	1366	164145	306
1	1	160001	170000	0.0101634319547726	187	52444	5160068	3888
1	1	170001	180000	0.0039257499132171	875	101963	25972872	10560
2	1	170001	180000	0.0047489985487026	875	33835	7124660	5226
3	1	170001	180000	0.0039691517785331	875	3035	764647	1534
1	1	180001	190000	0.0122438502844485	615	220950	18045794	8292
2	1	180001	190000	0.0121084142074751	615	59990	4954406	4102
3	1	180001	190000	0.0135043988269794	615	7368	545600	868
2	1	190001	200000	0.0062573080774272	711	37101	5929227	3180
1	1	190001	200000	0.0066968212435388	711	144887	21635190	6372
3	1	190001	200000	0.0064782545214471	711	4082	630108	1020
1	1	200001	210000	0.006100322299212	823	151263	24795903	8410
2	1	200001	210000	0.0060729809530849	823	40994	6750227	4540
3	1	200001	210000	0.0071555416274939	823	5343	746694	768
1	1	210001	220000	0.0046304192023804	1102	151933	32811932	12840
2	1	210001	220000	0.0049079186805911	1102	44863	9140942	5264
3	1	210001	220000	0.0047451662559727	1102	4741	999122	1044
3	1	220001	230000	0.004912321073505	1560	6831	1390585	2054
1	1	220001	230000	0.0050254713598514	1560	234106	46583889	17654
2	1	220001	230000	0.0053472891427273	1560	69412	12980783	7122
3	1	230001	240000	0.0044750315937507	846	3233	722453	1910
1	1	230001	240000	0.0041162966122884	846	101231	24592737	12342
2	1	230001	240000	0.0041472566621607	846	28195	6798470	5808
1	1	240001	250000	0.0044248065873989	844	109059	24647179	11866
2	1	240001	250000	0.0050791033883217	844	35096	6909881	4766
3	1	240001	250000	0.0044823318383229	844	3321	740909	1390
1	1	250001	260000	0.0057688199036795	516	86242	14949678	7756
2	1	250001	260000	0.0059924240709727	516	25419	4241856	2760
3	1	250001	260000	0.0052609693508331	516	2290	435281	1286
3	1	260001	270000	0.0076979679165394	1378	9405	1221751	1978
2	1	260001	270000	0.0075480701860695	1378	85699	11353763	7206
1	1	260001	270000	0.007103520352578	1378	290812	40939138	16492
1	1	270001	280000	0.0086254576027411	1541	398303	46177608	16784
2	1	270001	280000	0.0083223566457785	1541	107340	12897789	6468
3	1	270001	280000	0.0092899421144525	1541	12823	1380310	1872
1	1	280001	290000	0.0069015283616603	1203	244562	35435919	15618
2	1	280001	290000	0.0074650417198795	1203	73399	9832363	6932
3	1	280001	290000	0.0066711751096221	1203	7073	1060233	1890
3	1	290001	300000	0.0079756739807626	1328	9335	1170434	2068
2	1	290001	300000	0.0072947457492928	1328	79699	10925535	7082
1	1	290001	300000	0.0073384403781447	1328	294675	40154990	12916
1	1	300001	310000	0.0047781668433836	2138	307712	64399593	21790
2	1	300001	310000	0.0046718259610361	2138	82862	17736534	10216
3	1	300001	310000	0.0049257074567681	2138	9381	1904498	2836
1	1	310001	320000	0.0077984429785965	1361	317529	40716974	15052
2	1	310001	320000	0.0081543783181164	1361	92629	11359419	5984
3	1	310001	320000	0.008049097930279	1361	9759	1212434	1800
3	1	320001	330000	NA	0	NA	NA	NA
2	1	320001	330000	NA	0	NA	NA	NA
1	1	320001	330000	NA	0	NA	NA	NA
1	1	330001	340000	0.0069610389561788	1437	297617	42754681	16910
2	1	330001	340000	0.0072127833661408	1437	85306	11827057	7636
3	1	330001	340000	0.0074271341679184	1437	9340	1257551	2462
1	1	340001	350000	0.0053026922409349	570	86734	16356597	9182
2	1	340001	350000	0.005350830473481	570	24805	4635729	3474
3	1	340001	350000	0.0064733118523303	570	3347	517046	532
2	1	350001	360000	0.0052606438960635	1537	66719	12682668	7878
3	1	350001	360000	0.005286015742708	1537	7287	1378543	1814
1	1	350001	360000	0.0050313494688548	1537	228448	45404916	19376
3	1	360001	370000	0.0048759176557587	1084	4721	968228	1376
1	1	360001	370000	0.0046826124154791	1084	149844	32000086	13804
2	1	360001	370000	0.005196295784555	1084	46333	8916544	5776
1	1	370001	380000	0.0084530747600465	712	176346	20861758	9732
2	1	370001	380000	0.0085188876132186	712	48905	5740773	4726
3	1	370001	380000	0.0086382130035899	712	5414	626750	1124
1	1	380001	390000	0.0078501574877166	988	226481	28850504	13928
2	1	380001	390000	0.0082303813023753	988	65488	7956861	6654
3	1	380001	390000	0.0075475659686413	988	6111	809665	3102
1	1	390001	400000	0.0059084735835395	1864	325469	55085124	23544
2	1	390001	400000	0.0056600663445998	1864	87045	15378795	9578
3	1	390001	400000	0.0060394279960113	1864	9848	1630618	3204
3	1	400001	410000	0.0078034857253173	1971	13905	1781896	1980
2	1	400001	410000	0.0081304970621426	1971	133710	16445489	8672
1	1	400001	410000	0.0077981369793311	1971	467621	59965733	17734
1	1	410001	420000	0.0042883748914472	1105	143492	33460694	10604
2	1	410001	420000	0.0049544850741568	1105	45544	9192479	5104
3	1	410001	420000	0.004812375495849	1105	4718	980389	1578
1	1	420001	430000	0.0065089793411234	742	141900	21800653	9934
2	1	420001	430000	0.0062840961823001	742	37498	5967127	5070
3	1	420001	430000	0.0063632267618433	742	4138	650299	1242
1	1	430001	440000	0.0056902372615174	1383	235208	41335359	15466
2	1	430001	440000	0.0052842597072492	1383	60572	11462722	6710
3	1	430001	440000	0.0053309462309457	1383	6658	1248934	1432
2	1	440001	450000	0.0054288488530778	1750	79259	14599596	7780
3	1	440001	450000	0.0046552740510117	1750	7210	1548781	2566
1	1	440001	450000	0.0049325664693129	1750	258978	52503702	18780
2	1	450001	460000	0.0075328740495422	1652	103861	13787699	7266
3	1	450001	460000	0.0075610053676313	1652	10969	1450733	2694
1	1	450001	460000	0.0071344187405252	1652	352851	49457568	18168
1	1	460001	470000	0.0055769162492343	1232	199804	35826968	17928
2	1	460001	470000	0.0058315345266285	1232	58816	10085853	6966
3	1	460001	470000	0.0057183996897006	1232	6251	1093138	1748
1	1	470001	480000	0.005526947852287	1521	251256	45460172	17008
2	1	470001	480000	0.0061130520677499	1521	77896	12742571	6280
3	1	470001	480000	0.0060403943987458	1521	8176	1353554	2056
1	1	480001	490000	0.0057339589435737	1538	262284	45742218	18156
2	1	480001	490000	0.0063765505689749	1538	81118	12721298	7672
3	1	480001	490000	0.0063243832479383	1538	8749	1383376	1720
3	1	490001	500000	0.0232552119287588	1914	40425	1738320	1736
2	1	490001	500000	0.021917495997447	1914	354262	16163434	6960
1	1	490001	500000	0.021802632618806	1914	1272085	58345477	16806
1	1	500001	510000	0.0090381551638724	621	160896	17801863	10186
2	1	500001	510000	0.0082409014226502	621	41590	5046778	3818
3	1	500001	510000	0.0091878432589457	621	4915	534946	1280
1	1	510001	520000	0.0066243127604893	1733	349183	52712336	15744
2	1	510001	520000	0.0066981854660821	1733	97551	14563795	6832
3	1	510001	520000	0.0057915572811686	1733	9120	1574706	1560
1	1	520001	530000	0.0051331853813627	2270	358866	69910976	16920
2	1	520001	530000	0.0049374610963522	2270	95694	19381216	6572
3	1	520001	530000	0.0051266616793977	2270	10629	2073279	1794
1	1	530001	540000	0.0092030338222882	2907	809025	87908511	28338
3	1	530001	540000	0.0094707659935568	2907	24665	2604330	3496
2	1	530001	540000	0.0092768344634141	2907	226002	24361974	11966
3	1	540001	550000	0.0052176649338313	1937	8987	1722418	2648
2	1	540001	550000	0.0047609462570009	1937	77013	16175986	8394
1	1	540001	550000	0.0048748796491334	1937	281220	57687578	22548
1	1	550001	560000	0.0089046048890598	924	247816	27830095	9482
2	1	550001	560000	0.0081038335516295	924	62670	7733377	3910
3	1	550001	560000	0.0093385289044825	924	7748	829681	1062
1	1	560001	570000	0.0117124101770222	1433	491295	41946533	19766
2	1	560001	570000	0.0134522529842122	1433	159147	11830509	7308
3	1	560001	570000	0.0140000206162514	1433	17656	1261141	2290
1	1	570001	580000	0.0088431824468858	558	141968	16053949	8926
2	1	570001	580000	0.0088734959888961	558	39912	4497889	3754
3	1	570001	580000	0.0094852295508391	558	4580	482856	1096
3	1	580001	590000	0.0027527124872257	1027	2532	919820	1244
1	1	580001	590000	0.0034632232013936	1027	106642	30792702	11084
2	1	580001	590000	0.0037035327590739	1027	31615	8536444	4786
1	1	590001	600000	0.0120920778010702	1201	438633	36274411	11938
2	1	590001	600000	0.0124339429772832	1201	123378	9922677	6092
3	1	590001	600000	0.0129213865454257	1201	14051	1087422	1168
2	1	600001	610000	0.0113359591496347	1123	105401	9297934	5526
3	1	600001	610000	0.0125003588075118	1123	12629	1010291	1262
1	1	600001	610000	0.0111610840774923	1123	368922	33054316	14776
3	1	610001	620000	NA	0	NA	NA	NA
1	1	610001	620000	NA	0	NA	NA	NA
2	1	610001	620000	NA	0	NA	NA	NA
3	1	620001	630000	0.0126058223883093	857	9570	759173	1274
1	1	620001	630000	0.0119633636109198	857	309256	25850255	8714
2	1	620001	630000	0.0111225063082223	857	79387	7137510	3874
1	1	630001	640000	0.0112753766465696	1242	421880	37416045	12726
2	1	630001	640000	0.0116346459842189	1242	121013	10401090	5200
3	1	630001	640000	0.0121227548244427	1242	13716	1131426	1044
1	1	640001	650000	0.0144979312571106	1691	751281	51819876	13712
2	1	640001	650000	0.0151514948079911	1691	214407	14150881	7192
3	1	640001	650000	0.0152479630336722	1691	23561	1545190	1312
1	1	650001	660000	0.0049751371527625	998	143381	28819507	15410
2	1	650001	660000	0.0052656224252464	998	41573	7895173	7874
3	1	650001	660000	0.0058659375644774	998	5089	867551	1850
3	1	660001	670000	0.0045302237399945	664	2681	591803	874
2	1	660001	670000	0.0047077465416289	664	25622	5442519	3674
1	1	660001	670000	0.004695245391213	664	94208	20064553	6510
1	1	670001	680000	0.0044525326110331	1181	153401	34452527	16746
2	1	670001	680000	0.0042188522300324	1181	40488	9596923	7280
3	1	670001	680000	0.0040305373884067	1181	4052	1005325	2722
1	1	680001	690000	0.0064407936747512	731	138688	21532750	9540
2	1	680001	690000	0.0067508321157699	731	40258	5963413	4304
3	1	680001	690000	0.0063798469818003	731	4161	652210	944
1	1	690001	700000	0.0051333110324431	903	132095	25732904	15416
2	1	690001	700000	0.0049653174042971	903	36129	7276272	6026
3	1	690001	700000	0.0048857245658913	903	3965	811548	1036
3	1	700001	710000	0.0116211316640095	1765	18289	1573771	2310
2	1	700001	710000	0.011184613904032	1765	164449	14703145	7964
1	1	700001	710000	0.0101926204576256	1765	541449	53121668	18280
3	1	710001	720000	0.0097333026317571	413	3593	369145	514
2	1	710001	720000	0.0096325267636779	413	32948	3420494	2018
1	1	710001	720000	0.0100478153577959	413	126089	12548897	3814
2	1	720001	730000	0.0134910661273368	510	57510	4262821	2186
1	1	720001	730000	0.0133044524774439	510	206649	15532319	4522
3	1	720001	730000	0.0145109326001976	510	6756	465580	408
1	1	730001	740000	0.0183562226919248	782	435218	23709562	7364
3	1	730001	740000	0.0185216812118934	782	13014	702636	888
2	1	730001	740000	0.0172363412764477	782	113078	6560441	3186
1	1	740001	750000	0.0034580119079481	569	58244	16843204	7056
2	1	740001	750000	0.0036530255286423	569	17176	4701856	2854
3	1	740001	750000	0.0049080870720749	569	2482	505696	780
1	1	750001	760000	0.0059946375028678	1491	264815	44175315	18378
3	1	750001	760000	0.0059342476047341	1491	7897	1330750	1912
2	1	750001	760000	0.0063322637652429	1491	77271	12202745	8464
2	1	760001	770000	0.0045275006059998	1342	49160	10858088	8572
1	1	760001	770000	0.0050363779738435	1342	199715	39654490	16908
3	1	760001	770000	0.0044661435358273	1342	5366	1201484	1648
1	1	770001	780000	0.0068245808756928	691	136662	20024966	10364
3	1	770001	780000	0.0066140187471512	691	4005	605532	1164
2	1	770001	780000	0.0071749909137003	691	39976	5571575	4596
1	1	780001	790000	0.0048904859476424	1095	154760	31645117	16910
2	1	780001	790000	0.0047918391844599	1095	42474	8863820	7026
3	1	780001	790000	0.0044601682346029	1095	4183	937857	2418
1	1	790001	800000	0.0038145589671586	1044	120329	31544669	10246
2	1	790001	800000	0.0037016017023488	1044	32637	8816994	3748
3	1	790001	800000	0.0036449516299878	1044	3417	937461	1206
2	1	800001	810000	NA	0	NA	NA	NA
3	1	800001	810000	NA	0	NA	NA	NA
1	1	800001	810000	NA	0	NA	NA	NA
3	1	810001	820000	NA	0	NA	NA	NA
2	1	810001	820000	NA	0	NA	NA	NA
1	1	810001	820000	NA	0	NA	NA	NA
2	1	820001	830000	NA	0	NA	NA	NA
1	1	820001	830000	NA	0	NA	NA	NA
3	1	820001	830000	NA	0	NA	NA	NA
1	1	830001	840000	NA	0	NA	NA	NA
2	1	830001	840000	NA	0	NA	NA	NA
3	1	830001	840000	NA	0	NA	NA	NA
2	1	840001	850000	0.0099665772262214	294	23984	2406443	1678
1	1	840001	850000	0.0119735517429422	294	105041	8772752	3400
3	1	840001	850000	0.0112768308395594	294	2827	250691	666
1	1	850001	860000	0.0106925743630593	226	72109	6743839	2570
2	1	850001	860000	0.0121393828022119	226	22751	1874148	1084
3	1	850001	860000	0.0127398822923712	226	2524	198118	380
1	1	860001	870000	0.0031303577575611	157	13104	4186103	3906
2	1	860001	870000	0.0035084156755875	157	4112	1172039	1784
3	1	860001	870000	0.0019937031457207	157	221	110849	938
2	1	870001	880000	NA	0	NA	NA	NA
3	1	870001	880000	NA	0	NA	NA	NA
1	1	870001	880000	NA	0	NA	NA	NA
1	1	880001	890000	0.0123028138013059	228	79566	6467301	4006
2	1	880001	890000	0.0109376479403991	228	20216	1848295	1426
3	1	880001	890000	0.0119611710165714	228	2335	195215	506
3	1	890001	900000	0.0172466475390809	2685	42276	2451259	2126
1	1	890001	900000	0.0160372663239065	2685	1315084	82001756	22856
2	1	890001	900000	0.0167389344491298	2685	379253	22656938	9802
2	1	900001	910000	0.0186828781403485	1446	225889	12090696	6196
1	1	900001	910000	0.0179326547682804	1446	786440	43855191	13682
3	1	900001	910000	0.0194540804895196	1446	25180	1294330	1780
1	1	910001	920000	0.0056268160680964	1190	195504	34745049	16758
2	1	910001	920000	0.0050525453013976	1190	49241	9745781	6666
3	1	910001	920000	0.0052398001223937	1190	5437	1037635	2130
1	1	920001	930000	0.0047153105852082	997	136311	28908170	14908
2	1	920001	930000	0.0047199675757151	997	38535	8164251	5616
3	1	920001	930000	0.0038221937451184	997	3269	855268	2132
1	1	930001	940000	0.0040645561227544	982	119897	29498178	10420
2	1	930001	940000	0.0036920775549317	982	29983	8120902	4912
3	1	930001	940000	0.0031445413468444	982	2719	864673	1542
1	1	940001	950000	0.0036219204522523	939	101789	28103599	10354
2	1	940001	950000	0.0039445168205113	939	31047	7870926	3854
3	1	940001	950000	0.0037734945241816	939	3151	835035	1286
1	1	950001	960000	0.0054051416732685	1639	265214	49066984	18000
2	1	950001	960000	0.0056733093007086	1639	76684	13516626	8486
3	1	950001	960000	0.0054753847567666	1639	8103	1479896	1692
1	1	960001	970000	0.0166902472162628	1372	679910	40736964	16592
2	1	960001	970000	0.0170280607801449	1372	193075	11338637	6918
3	1	960001	970000	0.0184896158488367	1372	23101	1249404	1160
1	1	970001	980000	0.0054225593115225	966	156074	28782350	11156
2	1	970001	980000	0.00649191689544	966	52429	8076043	4126
3	1	970001	980000	0.0061272550104632	966	5326	869231	1066
1	1	980001	990000	0.0044724748798693	938	127030	28402619	8986
2	1	980001	990000	0.0036056351193816	938	28081	7788087	4430
3	1	980001	990000	0.0037260634116413	938	3152	845933	990
1	1	990001	1000000	0.0055338004333199	1635	271546	49070436	17464
2	1	990001	1000000	0.0051145196776968	1635	68406	13374863	9308
3	1	990001	1000000	0.0054425281277313	1635	7821	1437016	2660
1	1	1000001	1010000	0.008658617969789	1003	261879	30244896	10184
3	1	1000001	1010000	0.007797913114284	1003	7125	913706	840
2	1	1000001	1010000	0.0077715822643231	1003	64516	8301527	4932
1	1	1010001	1020000	0.00419690501731	1757	223691	53299038	16428
2	1	1010001	1020000	0.0042647290570564	1757	62758	14715589	7276
3	1	1010001	1020000	0.0042340071087179	1757	6753	1594943	1606
2	1	1020001	1030000	0.0041522071355139	1089	37356	8996661	5484
1	1	1020001	1030000	0.0039400198949665	1089	125459	31842225	15118
3	1	1020001	1030000	0.0042705348468264	1089	4167	975756	1308
1	1	1030001	1040000	0.0025610316761353	1011	77570	30288575	11074
2	1	1030001	1040000	0.0022666430795307	1011	19104	8428323	4516
3	1	1030001	1040000	0.0014036863769951	1011	1259	896924	1444
1	1	1040001	1050000	0.004432697034029	1386	182903	41262238	16180
2	1	1040001	1050000	0.003918251015787	1386	44889	11456387	6926
3	1	1040001	1050000	0.0036770031579252	1386	4569	1242588	1648
1	1	1050001	1060000	0.0059750319169172	1283	224778	37619548	17416
2	1	1050001	1060000	0.0065434770623406	1283	68957	10538281	6952
3	1	1050001	1060000	0.0052169615236952	1283	5911	1133035	1942
2	1	1060001	1070000	0.0039521595600364	1039	32912	8327599	7268
3	1	1060001	1070000	0.0030431101792309	1039	2775	911896	1716
1	1	1060001	1070000	0.0035198113545982	1039	106063	30133149	15494
1	1	1070001	1080000	0.0080010520814981	852	196330	24538023	13522
2	1	1070001	1080000	0.0080250203774856	852	54849	6834749	5918
3	1	1070001	1080000	0.0074885000420852	852	5605	748481	1390
1	1	1080001	1090000	0.0063369513373866	461	85164	13439270	6564
2	1	1080001	1090000	0.0061419834372942	461	23111	3762791	2688
3	1	1080001	1090000	0.0070618080474496	461	2767	391826	1064
3	1	1090001	1100000	0.0138805611836024	2016	23937	1724498	4484
1	1	1090001	1100000	0.0130516187047383	2016	757290	58022688	32032
2	1	1090001	1100000	0.0133441210891143	2016	214375	16065127	14914
3	1	1100001	1110000	0.0105779861269473	805	7329	692854	1688
2	1	1100001	1110000	0.0102798522930923	805	64474	6271880	7094
1	1	1100001	1110000	0.0109078488781825	805	245169	22476384	15736
1	1	1110001	1120000	0.0104317806049609	1255	378019	36237246	19388
2	1	1110001	1120000	0.0112272841783501	1255	113421	10102265	8448
3	1	1110001	1120000	0.0102709720036881	1255	11195	1089965	2346
1	1	1120001	1130000	0.0079030238852656	2081	456211	57726132	42096
2	1	1120001	1130000	0.0084017138395238	2081	136748	16276203	17824
3	1	1120001	1130000	0.0076978849836736	2081	13558	1761263	5038
3	1	1130001	1140000	0.0087391519853764	2051	15251	1745135	4742
1	1	1130001	1140000	0.0092095535045704	2051	524880	56992991	41114
2	1	1130001	1140000	0.0098473165904681	2051	159322	16179230	16438
2	1	1140001	1150000	0.0093713395850388	2052	152203	16241328	16024
1	1	1140001	1150000	0.0088216448074664	2052	516262	58522193	34694
3	1	1140001	1150000	0.0094207601161969	2052	16520	1753574	4548
1	1	1150001	1160000	0.0101521111876533	1463	433227	42673587	20842
2	1	1150001	1160000	0.0097487636680172	1463	115219	11818832	9530
3	1	1150001	1160000	0.0101600306458295	1463	12996	1279130	2544
1	1	1160001	1170000	0.0120604045695958	1609	547822	45423186	29204
2	1	1160001	1170000	0.0116399310390235	1609	148326	12742859	12544
3	1	1160001	1170000	0.0118277497434493	1609	15894	1343789	4338
3	1	1170001	1180000	NA	0	NA	NA	NA
2	1	1170001	1180000	NA	0	NA	NA	NA
1	1	1170001	1180000	NA	0	NA	NA	NA
3	1	1180001	1190000	0.0077270867692474	1552	10256	1327279	3434
1	1	1180001	1190000	0.0087672897014904	1552	376349	42926493	31934
2	1	1180001	1190000	0.0076362599615232	1552	91119	11932412	14976
3	1	1190001	1200000	0.0066855751305157	2037	11569	1730442	4760
2	1	1190001	1200000	0.007543724257953	2037	121475	16102789	16052
1	1	1190001	1200000	0.0076663231042522	2037	441799	57628539	36490
2	1	1200001	1210000	0.0077711425317363	423	26249	3377753	3048
3	1	1200001	1210000	0.0080304572071406	423	2991	372457	666
