pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
1	3.0	2	20001	30000	-0.0141382712841907	95
2	3.0	2	20001	30000	-0.031503040873845	95
1	2.0	2	20001	30000	0.0022982716582703	95
1	2.0	2	30001	40000	0.0201176490439196	2
1	3.0	2	30001	40000	-0.0250875473257023	2
2	3.0	2	30001	40000	-0.043284955028618	2
1	3.0	2	40001	50000	-0.0232727897374354	28
1	2.0	2	40001	50000	0.0070479462287949	28
2	3.0	2	40001	50000	-0.0150517765198645	28
1	2.0	2	50001	60000	0.0007235186017252	24
1	3.0	2	50001	60000	0.0174193180801248	24
2	3.0	2	50001	60000	-0.0104845996859644	24
1	2.0	2	60001	70000	0.0031924147719321	48
1	3.0	2	60001	70000	-0.0148155789436774	48
2	3.0	2	60001	70000	-0.0225062782335269	48
1	2.0	2	70001	80000	0.0049637079680636	31
1	3.0	2	70001	80000	-0.0287073504685104	31
2	3.0	2	70001	80000	-0.0293155225235419	31
1	2.0	2	80001	90000	0.0037022480890066	97
1	3.0	2	80001	90000	-0.0182219017893946	97
2	3.0	2	80001	90000	-0.0077216517869394	97
1	2.0	2	90001	100000	0.0023292779753588	155
1	3.0	2	90001	100000	-0.0029278196075019	155
2	3.0	2	90001	100000	0.0062960572846048	155
2	3.0	2	100001	110000	-0.0040946042595621	79
1	3.0	2	100001	110000	0.0033544864680285	79
1	2.0	2	100001	110000	0.0077964581667698	79
1	2.0	2	110001	120000	0.006411070102612	59
1	3.0	2	110001	120000	-0.0148067723818708	59
2	3.0	2	110001	120000	-0.0116933258213829	59
1	3.0	2	120001	130000	-0.0118490277419504	80
1	2.0	2	120001	130000	0.0103601587213018	80
2	3.0	2	120001	130000	0.0028731107452305	80
2	3.0	2	130001	140000	-0.0074959983159215	159
1	2.0	2	130001	140000	0.0116353386392762	159
1	3.0	2	130001	140000	-0.0138466199803327	159
1	2.0	2	140001	150000	0.004352723601267	151
1	3.0	2	140001	150000	-0.001619879342301	151
2	3.0	2	140001	150000	-0.0117507145859006	151
2	3.0	2	150001	160000	0.0007940968720234	90
1	3.0	2	150001	160000	0.0035388322143512	90
1	2.0	2	150001	160000	0.0066411307066003	90
1	2.0	2	160001	170000	0.0013351019070566	117
2	3.0	2	160001	170000	-0.0033281958398573	117
1	3.0	2	160001	170000	-0.0069996695520072	117
1	2.0	2	170001	180000	0.0013090027017107	275
1	3.0	2	170001	180000	-0.0122023784624181	275
2	3.0	2	170001	180000	-0.0025003900069053	275
1	2.0	2	180001	190000	-0.0018869286961348	146
1	3.0	2	180001	190000	0.0029624409058254	146
2	3.0	2	180001	190000	0.0032290006285657	146
1	2.0	2	190001	200000	0.0001445235918024	106
1	3.0	2	190001	200000	0.0021768252493003	106
2	3.0	2	190001	200000	-0.0050230666349539	106
2	3.0	2	200001	210000	0.0035376955636978	124
1	3.0	2	200001	210000	0.0090289353672189	124
1	2.0	2	200001	210000	0.0026913087861474	124
2	3.0	2	210001	220000	0.0046310693889387	163
1	3.0	2	210001	220000	0.0046710404203321	163
1	2.0	2	210001	220000	-0.0006509616255709	163
2	3.0	2	220001	230000	-0.003573481058139	192
1	3.0	2	220001	230000	-0.0088959418519693	192
1	2.0	2	220001	230000	-0.0021258391897098	192
2	3.0	2	230001	240000	0.0046599979160078	130
1	3.0	2	230001	240000	0.0045511881113341	130
1	2.0	2	230001	240000	0.0028002120043941	130
1	2.0	2	240001	250000	0.0016678762211111	135
1	3.0	2	240001	250000	-0.007710408920863	135
2	3.0	2	240001	250000	-0.0003542326233184	135
1	2.0	2	250001	260000	0.0047941327784754	154
1	3.0	2	250001	260000	-0.0001281880029423	154
2	3.0	2	250001	260000	0.017519535690136	154
1	2.0	2	260001	270000	0.0045516598696489	140
1	3.0	2	260001	270000	-0.0199641277592844	140
2	3.0	2	260001	270000	-0.0130501659697257	140
2	3.0	2	270001	280000	-0.0068849402916173	138
1	2.0	2	270001	280000	0.0006539888622194	138
1	3.0	2	270001	280000	-0.0078583046369972	138
1	2.0	2	280001	290000	0.0017808048683769	171
1	3.0	2	280001	290000	-0.0029279580389574	171
2	3.0	2	280001	290000	-0.00243860827457	171
1	2.0	2	290001	300000	0.002982898402169	131
1	3.0	2	290001	300000	0.0025645093769663	131
2	3.0	2	290001	300000	0.0041383451096552	131
1	2.0	2	300001	310000	-5.902732876478711e-05	142
1	3.0	2	300001	310000	0.0027546500399714	142
2	3.0	2	300001	310000	0.000865109562499	142
1	3.0	2	310001	320000	0.0005994892404909	133
1	2.0	2	310001	320000	0.0011586642814206	133
2	3.0	2	310001	320000	-0.0023048018431285	133
1	3.0	2	320001	330000	-0.0089039971091947	152
2	3.0	2	320001	330000	-0.0142743762081057	152
1	2.0	2	320001	330000	0.0009885772286455	152
1	2.0	2	330001	340000	-0.0004645874720211	148
1	3.0	2	330001	340000	-0.0012763979680999	148
2	3.0	2	330001	340000	-0.0008995428407792	148
1	2.0	2	340001	350000	2.502036437160027e-05	98
1	3.0	2	340001	350000	0.0086884365959354	98
2	3.0	2	340001	350000	0.0115232152261553	98
2	3.0	2	350001	360000	-0.0004694201031334	134
1	3.0	2	350001	360000	-0.0082008735259595	134
1	2.0	2	350001	360000	0.000777654380742	134
1	3.0	2	360001	370000	0.0019595159923074	128
2	3.0	2	360001	370000	0.0032683929030074	128
1	2.0	2	360001	370000	-0.0007734629393256	128
1	2.0	2	370001	380000	0.0002147297077809	50
1	3.0	2	370001	380000	0.0180348166046518	50
2	3.0	2	370001	380000	0.0131302538618212	50
1	2.0	2	380001	390000	0.0051838974175315	105
1	3.0	2	380001	390000	0.0019373998295268	105
2	3.0	2	380001	390000	-0.0020915632327699	105
1	2.0	2	390001	400000	0.0034466751451406	104
1	3.0	2	390001	400000	0.0002677903437639	104
2	3.0	2	390001	400000	-0.0088459337111438	104
2	3.0	2	400001	410000	0.000742175788532	110
1	3.0	2	400001	410000	4.121637351243576e-05	110
1	2.0	2	400001	410000	0.0008951764353652	110
1	2.0	2	410001	420000	-0.0024635748113958	102
1	3.0	2	410001	420000	0.005925607905736	102
2	3.0	2	410001	420000	0.0044780593190175	102
1	2.0	2	420001	430000	0.0010954298109987	131
1	3.0	2	420001	430000	0.0007556602217453	131
2	3.0	2	420001	430000	0.0120340384102697	131
1	2.0	2	430001	440000	0.0024681289495116	170
2	3.0	2	430001	440000	0.0218132939888515	170
