pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
1	1	1	10000	0.0011356880507732	128	5131	4517966	3316
2	1	1	10000	0.0001483994726351	128	95	640164	1736
3	1	1	10000	0.0015625	128	38	24320	256
1	1	10001	20000	0.00385900469741	3210	484858	125643278	38092
2	1	10001	20000	0.0040519368781483	3210	75276	18577782	19320
3	1	10001	20000	0.0037351992904106	3210	2653	710270	1552
3	1	20001	30000	0.003811142870635	1652	1372	359997	1086
1	1	20001	30000	0.0039615648242166	1652	256063	64636832	19720
2	1	20001	30000	0.0041719604243676	1652	40035	9596208	9624
1	1	30001	40000	0.0118137511972489	1880	831971	70423948	34440
2	1	30001	40000	0.0112651410536474	1880	120000	10652330	13500
3	1	30001	40000	0.0113956256737494	1880	4461	391466	2156
3	1	40001	50000	0.0109757303637478	2292	5549	505570	1180
2	1	40001	50000	0.0096629079162065	2292	129005	13350536	13040
1	1	40001	50000	0.0096873762074204	2292	837572	86460150	39836
2	1	50001	60000	0.0010294856625382	241	1346	1307449	2296
1	1	50001	60000	0.001278550573942	241	11278	8820926	5120
3	1	50001	60000	0.001185647425897	241	57	48075	392
2	1	60001	70000	0.0051359384594864	1206	33731	6567641	11250
3	1	60001	70000	0.0053048592510739	1206	1325	249771	1438
1	1	60001	70000	0.00497776498655	1206	226782	45559001	20398
1	1	70001	80000	0.0057281225853493	1505	342121	59726550	14976
2	1	70001	80000	0.0057218810656456	1505	49333	8621815	9892
3	1	70001	80000	0.0068537436958489	1505	2279	332519	752
1	1	80001	90000	0.0046262593477575	1409	258785	55938282	13880
2	1	80001	90000	0.0045158429200766	1409	37361	8273317	7360
3	1	80001	90000	0.0047872254975983	1409	1490	311245	708
2	1	90001	100000	0.0051302521848388	1816	54660	10654447	9618
1	1	90001	100000	0.0053420251562444	1816	380987	71318833	20670
3	1	90001	100000	0.0058792846497764	1816	2367	402600	840
1	1	100001	110000	0.0039929617171049	1178	183215	45884487	14922
2	1	100001	110000	0.0034910064152366	1178	24188	6928661	6082
3	1	100001	110000	0.0046874027509802	1178	1205	257072	748
2	1	110001	120000	0.0056775709798911	337	11074	1950482	2030
1	1	110001	120000	0.0050276983103461	337	66661	13258751	3774
3	1	110001	120000	0.0045492252936926	337	340	74738	154
2	1	120001	130000	0.005260049694826	120	3349	636686	1276
3	1	120001	130000	0.0049101796407185	120	123	25050	132
1	1	120001	130000	0.0040499085713843	120	17787	4391951	2546
1	1	130001	140000	0.0064731014230123	1211	305268	47159465	15250
2	1	130001	140000	0.0060250932144129	1211	42237	7010182	7282
3	1	130001	140000	0.0061838138672025	1211	1600	258740	1058
2	1	140001	150000	0.0054654513605722	1147	37329	6829994	5130
1	1	140001	150000	0.0050742633585251	1147	226843	44704617	14290
3	1	140001	150000	0.0061509260141681	1147	1549	251832	650
3	1	150001	160000	0.0070962120599674	520	790	111327	442
2	1	150001	160000	0.0066626440540565	520	20251	3039484	2856
1	1	150001	160000	0.0067383305200134	520	136376	20238841	6614
1	1	160001	170000	0.0099865592473178	187	69902	6999608	3380
2	1	160001	170000	0.0089395276095761	187	8917	997480	1942
3	1	160001	170000	0.0063573293940752	187	241	37909	264
1	1	170001	180000	0.0041864624465927	875	142200	33966625	11426
3	1	170001	180000	0.004330598400531	875	835	192814	462
2	1	170001	180000	0.0041051195676119	875	20852	5079511	5152
1	1	180001	190000	0.0125066068455937	615	297505	23787827	8342
2	1	180001	190000	0.0118801844073144	615	42048	3539339	3912
3	1	180001	190000	0.0120272503351728	615	1543	128292	714
2	1	190001	200000	0.0060290647902616	711	25410	4214584	3366
1	1	190001	200000	0.0067039905474072	711	189856	28319849	6698
3	1	190001	200000	0.0075636317986379	711	1205	159315	244
1	1	200001	210000	0.006162510617495	823	200191	32485299	8814
2	1	200001	210000	0.0059491683100766	823	28758	4833953	4292
3	1	200001	210000	0.0076876457131001	823	1408	183151	348
1	1	210001	220000	0.0047068427193779	1102	204116	43365800	12232
2	1	210001	220000	0.0047660383750087	1102	31065	6517992	5332
3	1	210001	220000	0.0054603309291472	1102	1287	235700	948
