pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
1	2.0	1	1	10000	0.0006393256575294	128	2188	3422356	838508
1	3.0	1	1	10000	0.0013035819142689	128	888	681200	141072
2	3.0	1	1	10000	0.0007934038581207	128	204	257120	63904
1	2.0	1	10001	20000	0.0039595601493667	3210	384902	97208272	9646208
1	3.0	1	10001	20000	0.0038205167036039	3210	73968	19360732	1260308
2	3.0	1	10001	20000	0.0039023707914124	3210	29126	7463668	587012
2	3.0	1	20001	30000	0.0039949583688248	1652	15252	3817812	325404
1	2.0	1	20001	30000	0.004062821315213	1652	203574	50106560	4885216
1	3.0	1	20001	30000	0.0038727145298923	1652	38282	9885056	727392
1	2.0	1	30001	40000	0.0115585876713918	1880	636474	55065032	7516408
1	3.0	1	30001	40000	0.0116718259574445	1880	125512	10753416	1323704
2	3.0	1	30001	40000	0.0113773522665085	1880	47734	4195528	519512
2	3.0	1	40001	50000	0.0102743241552268	2292	54848	5338356	409980
1	3.0	1	40001	50000	0.0103480913658228	2292	140118	13540468	1183340
1	2.0	1	40001	50000	0.0096782758863975	2292	661196	68317540	7978556
1	3.0	1	50001	60000	0.0012510688087844	241	1668	1333260	214924
1	2.0	1	50001	60000	0.0011518437987433	241	7872	6834260	1188148
2	3.0	1	50001	60000	0.0010878602565796	241	560	514772	89656
1	3.0	1	60001	70000	0.0051677029274004	1206	35716	6911388	835956
2	3.0	1	60001	70000	0.0052624378676638	1206	13848	2631480	393168
1	2.0	1	60001	70000	0.0050642957064457	1206	176202	34792992	5352336
1	2.0	1	70001	80000	0.0057287795040884	1505	261534	45652656	4445784
1	3.0	1	70001	80000	0.0063743514194323	1505	58222	9133792	534328
2	3.0	1	70001	80000	0.0063280806278412	1505	22016	3479096	295444
1	2.0	1	80001	90000	0.0045739907910232	1409	197972	43282116	3620676
1	3.0	1	80001	90000	0.0046800437898834	1409	40014	8549920	501496
2	3.0	1	80001	90000	0.0046057924620572	1409	15182	3296284	237488
1	3.0	1	90001	100000	0.0057072653416784	1816	62686	10983544	682440
1	2.0	1	90001	100000	0.0052313235872959	1816	290106	55455564	4995444
2	3.0	1	90001	100000	0.0055762763163583	1816	23730	4255528	299000
1	2.0	1	100001	110000	0.0037388119665619	1178	134138	35877172	3336092
1	3.0	1	100001	110000	0.0044232752522167	1178	31138	7039580	527892
2	3.0	1	100001	110000	0.0041782120460842	1178	11460	2742800	211624
1	3.0	1	110001	120000	0.004856606082475	337	9906	2039696	125192
1	2.0	1	110001	120000	0.0053392797240691	337	54626	10230968	987088
2	3.0	1	110001	120000	0.0051654473660044	337	4050	784056	61140
1	3.0	1	120001	130000	0.0046205552906829	120	3140	679572	91308
2	3.0	1	120001	130000	0.0050726201856363	120	1316	259432	41528
1	2.0	1	120001	130000	0.0046442922700145	120	15626	3364560	630000
1	2.0	1	130001	140000	0.0062546352603695	1211	228784	36578312	3733456
1	3.0	1	130001	140000	0.00637058080102	1211	45568	7152880	626584
2	3.0	1	130001	140000	0.0061239667388665	1211	16930	2764548	272640
1	3.0	1	140001	150000	0.00564869716143	1147	38846	6876984	491344
1	2.0	1	140001	150000	0.0052733990335543	1147	185394	35156452	3024884
2	3.0	1	140001	150000	0.0058551103260425	1147	15778	2694740	181936
2	3.0	1	150001	160000	0.0070823568798125	520	8462	1194800	109360
1	3.0	1	150001	160000	0.0070388554706551	520	21648	3075500	264980
1	2.0	1	150001	160000	0.0066891713264813	520	105562	15781028	1528732
1	2.0	1	160001	170000	0.00944990803705	187	50228	5315184	909672
1	3.0	1	160001	170000	0.0089871757946914	187	9486	1055504	145784
2	3.0	1	160001	170000	0.008390102183931	187	3350	399280	69716
1	2.0	1	170001	180000	0.0041432852921055	875	109474	26422028	2704972
2	3.0	1	170001	180000	0.0042301101205876	875	8600	2033044	161456
1	3.0	1	170001	180000	0.0042377147459659	875	22224	5244336	376664
1	2.0	1	180001	190000	0.0121718682753231	615	224670	18458136	2013984
1	3.0	1	180001	190000	0.0122768357027043	615	43856	3572256	378504
2	3.0	1	180001	190000	0.0119889737924883	615	16562	1381436	160984
1	3.0	1	190001	200000	0.0071739208337276	711	31230	4353268	214196
1	2.0	1	190001	200000	0.0063706350818118	711	140034	21981168	1686600
2	3.0	1	190001	200000	0.0067643997471518	711	11386	1683224	99964
1	2.0	1	200001	210000	0.0060595881584037	823	152758	25209304	2186720
1	3.0	1	200001	210000	0.0068363984913437	823	34178	4999416	287536
2	3.0	1	200001	210000	0.0067616078060568	823	13072	1933268	130816
1	2.0	1	210001	220000	0.0047183037214151	1102	159594	33824444	2858932
1	3.0	1	210001	220000	0.0051495331098123	1102	33728	6549720	529528
2	3.0	1	210001	220000	0.0051279271295392	1102	13054	2545668	218148
2	3.0	1	220001	230000	0.0047207516584312	1560	16914	3582904	329576
1	2.0	1	220001	230000	0.0051162849079615	1560	244562	47800700	4128580
1	3.0	1	220001	230000	0.0048892463750614	1560	45346	9274640	746800
1	2.0	1	230001	240000	0.0042558292825174	846	106714	25074784	3086864
1	3.0	1	230001	240000	0.0040044829802273	846	19466	4861052	573652
2	3.0	1	230001	240000	0.0042253913252052	846	7892	1867756	254012
2	3.0	1	240001	250000	0.0043858123522972	844	8574	1954940	161812
1	2.0	1	240001	250000	0.004663575303291	844	118478	25404972	2690100
1	3.0	1	240001	250000	0.0044197345842533	844	22130	5007088	414768
1	3.0	1	250001	260000	0.00597810476504	516	18232	3049796	264988
2	3.0	1	250001	260000	0.0058977433406887	516	7024	1190964	103164
1	2.0	1	250001	260000	0.0057688063241598	516	89076	15440976	1735632
2	3.0	1	260001	270000	0.0067220461252595	1378	21402	3183852	272172
1	3.0	1	260001	270000	0.0067537210084557	1378	55498	8217396	634876
1	2.0	1	260001	270000	0.0073614338388243	1378	308810	41949708	3921156
1	2.0	1	270001	280000	0.0085916294665636	1541	405784	47230156	4066652
1	3.0	1	270001	280000	0.0090220978085208	1541	84790	9398036	501348
2	3.0	1	270001	280000	0.0090171849128477	1541	32610	3616428	248400
1	2.0	1	280001	290000	0.0068498725734107	1203	249436	36414692	3630772
1	3.0	1	280001	290000	0.0075251790152145	1203	54080	7186540	541532
2	3.0	1	280001	290000	0.0070358375742909	1203	19770	2809900	207224
2	3.0	1	290001	300000	0.0076274411824864	1328	23568	3089896	240728
1	3.0	1	290001	300000	0.0074355386767939	1328	58776	7904740	626332
1	2.0	1	290001	300000	0.0074715622146956	1328	306040	40960644	3245820
1	2.0	1	300001	310000	0.0047394975360777	2138	312432	65920912	5248832
1	3.0	1	300001	310000	0.0047267830172951	2138	61016	12908568	825944
2	3.0	1	300001	310000	0.0045815194495155	2138	22968	5013184	348920
1	2.0	1	310001	320000	0.0079810865185756	1361	333640	41803832	3501136
1	3.0	1	310001	320000	0.0083722517427972	1361	68696	8205200	537864
2	3.0	1	310001	320000	0.0084919150257562	1361	27128	3194568	218820
1	3.0	1	320001	330000	NA	0	NA	NA	NA
2	3.0	1	320001	330000	NA	0	NA	NA	NA
1	2.0	1	320001	330000	NA	0	NA	NA	NA
1	2.0	1	330001	340000	0.0071258597129565	1437	310986	43641892	4192964
1	3.0	1	330001	340000	0.0074434741614581	1437	64672	8688416	542872
2	3.0	1	330001	340000	0.0075869055805562	1437	25552	3367908	236088
1	2.0	1	340001	350000	0.0051451370994026	570	87518	17009848	1964312
1	3.0	1	340001	350000	0.0062202070213399	570	21066	3386704	274976
2	3.0	1	340001	350000	0.0058013041995709	570	7690	1325564	103996
2	3.0	1	350001	360000	0.00525238575284	1537	18590	3539344	315452
1	3.0	1	350001	360000	0.0050495224348483	1537	46094	9128388	745300
1	2.0	1	350001	360000	0.0052399701008535	1537	244824	46722404	4441252
1	2.0	1	360001	370000	0.004921530419105	1084	162126	32942192	3142000
1	3.0	1	360001	370000	0.0045178567522553	1084	28916	6400380	563236
2	3.0	1	360001	370000	0.0045958726597555	1084	11406	2481792	236880
1	2.0	1	370001	380000	0.0085756264109405	712	183858	21439600	2261456
1	3.0	1	370001	380000	0.0078325512571369	712	32776	4184588	389300
2	3.0	1	370001	380000	0.0078108161065935	712	12756	1633120	152576
1	3.0	1	380001	390000	0.0078492125873733	988	44738	5699680	647232
2	3.0	1	380001	390000	0.0074224450236313	988	16358	2203856	274048
1	2.0	1	380001	390000	0.0078166761122034	988	229232	29326020	3562524
1	3.0	1	390001	400000	0.0060237745760609	1864	67206	11156792	817544
2	3.0	1	390001	400000	0.0057250440797818	1864	24716	4317172	357740
1	2.0	1	390001	400000	0.005701376326883	1864	322038	56484256	5564576
1	2.0	1	400001	410000	0.0079089809122792	1971	484462	61254668	4355980
1	3.0	1	400001	410000	0.0079714842290125	1971	96410	12094360	567344
2	3.0	1	400001	410000	0.0079482391220642	1971	37404	4705948	237320
1	2.0	1	410001	420000	0.0045550967950739	1105	155380	34111240	2672000
1	3.0	1	410001	420000	0.0044216919138525	1105	29612	6696984	401536
2	3.0	1	410001	420000	0.0043211606018528	1105	11228	2598376	172964
1	3.0	1	420001	430000	0.0065642512479728	742	28998	4417564	349044
2	3.0	1	420001	430000	0.0065452191946701	742	11286	1724312	136624
1	2.0	1	420001	430000	0.0064054937142695	742	142804	22293988	2405708
1	2.0	1	430001	440000	0.0053431071507757	1383	226140	42323688	3713616
1	3.0	1	430001	440000	0.0055745411025075	1383	46392	8322120	562272
2	3.0	1	430001	440000	0.0050846888148045	1383	16344	3214356	254208
1	2.0	1	440001	450000	0.0050625879589273	1750	272198	53766572	4487428
1	3.0	1	440001	450000	0.0047858428161352	1750	51044	10665624	576376
2	3.0	1	440001	450000	0.0046828097243683	1750	19444	4152208	236792
