pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
1	2.0	3	1	10000	0.0070275173157415	4498	999342	142204132	13678556
1	3.0	3	1	10000	0.0074038886374653	4498	132450	17889248	1254240
2	3.0	3	1	10000	0.0072579265029864	4498	48178	6637984	540824
1	2.0	3	10001	20000	0.0066050333562995	2168	458776	69458544	5675664
1	3.0	3	10001	20000	0.0064909811517781	2168	55546	8557412	669596
2	3.0	3	10001	20000	0.0065568601265001	2168	21210	3234780	225348
1	3.0	3	20001	30000	0.0028624199495569	762	8530	2979996	263076
1	2.0	3	20001	30000	0.0034132079900701	762	82474	24163192	2244680
2	3.0	3	20001	30000	0.0027492021608515	762	3084	1121780	94372
1	2.0	3	30001	40000	0.0058588884946314	3161	601952	102741672	6805944
1	3.0	3	30001	40000	0.0062993152261208	3161	80036	12705508	747708
2	3.0	3	30001	40000	0.0061461849959168	3161	29202	4751240	293716
1	2.0	3	40001	50000	0.0077910734714873	2164	551870	70833628	4161956
1	3.0	3	40001	50000	0.0078437963848331	2164	69628	8876824	333160
2	3.0	3	40001	50000	0.0074817950030422	2164	24790	3313376	140368
1	2.0	3	50001	60000	0.0035669048231638	767	86508	24252960	2328192
2	3.0	3	50001	60000	0.003421677427672	767	3822	1116996	107136
1	3.0	3	50001	60000	0.0035077509764983	767	10464	2983108	281244
1	2.0	3	60001	70000	0.0061485661688825	2543	487372	79265960	8864248
1	3.0	3	60001	70000	0.006124551203631	2543	61478	10037960	785048
2	3.0	3	60001	70000	0.0062808963577021	2543	23424	3729404	329224
1	2.0	3	70001	80000	0.0112173065164007	3771	1406090	125350056	5337720
1	3.0	3	70001	80000	0.0122134674118205	3771	187936	15387604	661772
2	3.0	3	70001	80000	0.0121745874867825	3771	70510	5791572	226944
1	2.0	3	80001	90000	0.0084917415540466	2681	746836	87948508	4964228
2	3.0	3	80001	90000	0.0088421887390959	2681	36126	4085640	193236
1	3.0	3	80001	90000	0.0091478917383496	2681	100170	10950064	460272
2	3.0	3	90001	100000	0.015161027981755	3244	76210	5026704	150720
1	3.0	3	90001	100000	0.015264069612859	3244	204606	13404420	402044
1	2.0	3	90001	100000	0.0144634816783561	3244	1574054	108829536	3594528
1	2.0	3	100001	110000	0.0079061914488419	1530	375908	47546028	5477652
1	3.0	3	100001	110000	0.008163882229943	1530	49476	6060352	451328
2	3.0	3	100001	110000	0.0076514906171372	1530	17200	2247928	193952
1	2.0	3	110001	120000	0.0077392956246773	2128	537278	69422080	4325888
1	3.0	3	110001	120000	0.0082364370905513	2128	69586	8448556	608212
2	3.0	3	110001	120000	0.008203781141707	2128	26022	3171952	224336
1	2.0	3	120001	130000	0.0087203936814286	1883	529346	60702076	4555172
1	3.0	3	120001	130000	0.008733598122878	1883	66626	7628700	385348
2	3.0	3	120001	130000	0.0086955671328798	1883	24896	2863068	142200
1	3.0	3	130001	140000	0.0110116562972867	2263	99348	9022076	609252
2	3.0	3	130001	140000	0.0109586426952654	2263	36982	3374688	237060
1	2.0	3	130001	140000	0.011242272072004	2263	814134	72417212	6009316
2	3.0	3	140001	150000	0.0083051553833132	1883	23196	2792964	212304
1	3.0	3	140001	150000	0.0085760167033886	1883	63616	7417896	596152
1	2.0	3	140001	150000	0.0081607566733651	1883	493006	60411800	4845448
2	3.0	3	150001	160000	0.0071495339693541	1319	13798	1929916	175208
1	3.0	3	150001	160000	0.0072298437669355	1319	37354	5166640	447024
