pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
1	2.0	3	1	10000	0.000919480940781	242
1	3.0	3	1	10000	0.005244731038261	242
2	3.0	3	1	10000	-0.0009013563606197	242
1	2.0	3	10001	20000	-0.001652904980649	122
1	3.0	3	10001	20000	0.0021985551802035	122
2	3.0	3	10001	20000	-0.0018841127393558	122
1	2.0	3	20001	30000	-0.0018824915366865	30
2	3.0	3	20001	30000	0.0134958849280264	30
1	3.0	3	20001	30000	0.0053162380930126	30
1	2.0	3	30001	40000	0.0024772578208552	169
1	3.0	3	30001	40000	0.0137538595329007	169
2	3.0	3	30001	40000	0.0039716161897448	169
1	2.0	3	40001	50000	0.0011886451932825	136
1	3.0	3	40001	50000	0.0075516498967211	136
2	3.0	3	40001	50000	0.0046785561926692	136
1	3.0	3	50001	60000	-0.0029459541384975	25
2	3.0	3	50001	60000	-0.0109340573856361	25
1	2.0	3	50001	60000	9.400741512425296e-05	25
1	3.0	3	60001	70000	0.0134392289637543	145
2	3.0	3	60001	70000	0.0010225336298599	145
1	2.0	3	60001	70000	0.0018004147322214	145
1	2.0	3	70001	80000	0.0025061538555998	297
1	3.0	3	70001	80000	0.0016999982257257	297
2	3.0	3	70001	80000	-0.005038020529723	297
1	3.0	3	80001	90000	0.0027259540576588	191
1	2.0	3	80001	90000	0.0034637975742516	191
2	3.0	3	80001	90000	-0.0035726958716366	191
1	2.0	3	90001	100000	0.0043753349444793	294
1	3.0	3	90001	100000	0.0010695025879606	294
2	3.0	3	90001	100000	-0.0038170679499626	294
2	3.0	3	100001	110000	0.0017157537328138	114
1	3.0	3	100001	110000	-0.0016572172910828	114
1	2.0	3	100001	110000	0.0039483357112855	114
1	2.0	3	110001	120000	0.004531042511607	129
1	3.0	3	110001	120000	0.0225357559196318	129
2	3.0	3	110001	120000	0.013335472450331	129
1	2.0	3	120001	130000	0.0016062885833958	111
1	3.0	3	120001	130000	0.0184429481410422	111
2	3.0	3	120001	130000	0.0104864205441652	111
1	2.0	3	130001	140000	0.0040395789853186	171
1	3.0	3	130001	140000	0.0221389650349555	171
2	3.0	3	130001	140000	0.0059126678945225	171
2	3.0	3	140001	150000	0.0140831548099698	115
1	2.0	3	140001	150000	0.0010921975486365	115
1	3.0	3	140001	150000	0.0216853377712325	115
2	3.0	3	150001	160000	0.0122718284285114	73
1	3.0	3	150001	160000	0.0239143774803174	73
1	2.0	3	150001	160000	0.0029511303166486	73
1	3.0	3	160001	170000	0.0314993820645688	122
2	3.0	3	160001	170000	0.0176812601147649	122
1	2.0	3	160001	170000	0.0006254475431669	122
1	2.0	3	170001	180000	0.0032652821171468	158
1	3.0	3	170001	180000	0.0344056554576362	158
2	3.0	3	170001	180000	0.019711555417011	158
1	2.0	3	180001	190000	0.008303910003331	90
1	3.0	3	180001	190000	0.0284420978837066	90
2	3.0	3	180001	190000	0.0134951332143845	90
1	3.0	3	190001	200000	0.0678299587432661	90
1	2.0	3	190001	200000	-0.0005298825468528	90
2	3.0	3	190001	200000	0.0457834657791633	90
1	2.0	3	200001	210000	0.0032751059565238	124
1	3.0	3	200001	210000	0.0288097304104668	124
2	3.0	3	200001	210000	0.0185548715594393	124
1	2.0	3	210001	220000	0.0045212932118173	217
1	3.0	3	210001	220000	0.0329954371389897	217
2	3.0	3	210001	220000	0.0136027017687368	217
1	2.0	3	220001	230000	0.0010806330379397	166
1	3.0	3	220001	230000	0.0113929615992268	166
2	3.0	3	220001	230000	0.0099599827948129	166
1	2.0	3	230001	240000	0.0023214492468132	116
1	3.0	3	230001	240000	0.0315881357758567	116
2	3.0	3	230001	240000	0.0278788652328741	116
2	3.0	3	240001	250000	0.0102533837854051	283
1	2.0	3	240001	250000	0.0050435825310796	283
1	3.0	3	240001	250000	0.0309615569558156	283
1	2.0	3	250001	260000	0.0144402226985949	113
1	3.0	3	250001	260000	0.0791899486356827	113
2	3.0	3	250001	260000	0.0234547454120729	113
1	2.0	3	260001	270000	0.0024116517761299	57
1	3.0	3	260001	270000	0.0491770169154552	57
2	3.0	3	260001	270000	0.0103031346670214	57
1	2.0	3	270001	280000	0.0144742502110522	87
1	3.0	3	270001	280000	0.0808124238319718	87
2	3.0	3	270001	280000	0.0243250846918145	87
2	3.0	3	280001	290000	0.0153624239295196	115
1	3.0	3	280001	290000	0.0250834231459573	115
1	2.0	3	280001	290000	0.0027875883921413	115
1	2.0	3	290001	300000	0.0033091508405786	52
2	3.0	3	290001	300000	0.0090231278665468	52
1	3.0	3	290001	300000	0.0347712507826843	52
1	2.0	3	300001	310000	0.000571915177813	116
1	3.0	3	300001	310000	0.0239474057538403	116
2	3.0	3	300001	310000	0.0052895917699184	116
1	2.0	3	310001	320000	0.0037505599713076	210
1	3.0	3	310001	320000	0.0181442344891829	210
2	3.0	3	310001	320000	0.0034842615147542	210
1	2.0	3	320001	330000	-0.0029748491653122	34
1	3.0	3	320001	330000	0.009634967478146	34
2	3.0	3	320001	330000	0.0068405581823503	34
1	2.0	3	330001	340000	0.0010202093245634	375
1	3.0	3	330001	340000	0.0327806639240064	375
2	3.0	3	330001	340000	0.0147519346058361	375
1	3.0	3	340001	350000	0.0233622269403073	211
2	3.0	3	340001	350000	0.0160040563210825	211
1	2.0	3	340001	350000	0.0057257310499755	211
1	2.0	3	350001	360000	0.0028059129507518	96
1	3.0	3	350001	360000	0.0389739487649068	96
2	3.0	3	350001	360000	0.0190950770406399	96
1	2.0	3	360001	370000	0.0106709029612566	71
1	3.0	3	360001	370000	0.0565142784201292	71
2	3.0	3	360001	370000	0.0207432250846186	71
1	2.0	3	370001	380000	0.0006325160339266	61
1	3.0	3	370001	380000	0.0279642909825241	61
2	3.0	3	370001	380000	0.024266384787895	61
1	2.0	3	380001	390000	-0.0017735288837043	25
2	3.0	3	380001	390000	0.0163262425419764	25
1	3.0	3	380001	390000	0.0197536205680543	25
1	3.0	3	390001	400000	0.0104636940153866	105
2	3.0	3	390001	400000	0.0063149962951255	105
1	2.0	3	390001	400000	0.0044339941398901	105
1	2.0	3	400001	410000	0.0038043050047612	256
2	3.0	3	400001	410000	0.0250831234431444	256
1	3.0	3	400001	410000	0.0310344457357941	256
1	2.0	3	410001	420000	0.0027989277679981	168
1	3.0	3	410001	420000	0.0156518475744383	168
